organization,skills,occupations,sectors,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fa6acfc3-0a4f-4192-b77d-80e94d0faf2a']","['http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f', 'http://data.europa.eu/esco/occupation/35fbb8cd-c044-49a1-850c-010481c99b4a', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c', 'http://data.europa.eu/esco/isco/C241']","['Activities of head offices', 'Business and other management consultancy activities', 'Other activities auxiliary to financial services, except insurance and pension funding', 'Research and experimental development on social sciences and humanities', 'FINANCIAL AND INSURANCE ACTIVITIES', 'Activities of extraterritorial organisations and bodies']",32,FINANCIAL AND COMMERCIAL DEPARTMENT EXECUTIVE - FINANCIAL PROJECT ANALYST,"Who We Are
At Infoworx, we focus on innovation and the quality of our services and products.
As a leading company in the field of electrical and electronic imports through B2B services, in which we have been active since 2009, we have realized a vision by expanding into the e-commerce industry. In 2015, we created Electroholic's store, through which we offer B2C services and solutions at an affordable cost, providing continuous and human-centered support to our customers.
Always putting the consumer first, our goal is to provide a unique shopping experience.
Our team consists of talented people, team players with vision and appetite for work, on whom we can base our future plans by investing in their continuous and continuous development.
 
Role Description
The role of a financial analyst is of great importance for the healthy operation of the business, as it guides and manages all the financial processes that lead to its growth and stability.
 
Job Description:

Cooperation with the accounting offices of the group companies for the preparation of management reports.
Monthly checks of income - expenditure - cash accounts
Analysis of business performance / results, with an emphasis on Finance.

Required Qualifications:

University / TEI degree in economics.
At least 5 years of experience in a similar role in Financial Management
Excellent knowledge of Ms Office programs (excel etc).
Good knowledge of accounting.
Administrative, communication and negotiation skills.
Organizational skills and problem solving ability",Mid-level,Full-time,"Peristeri, Greece",EL,,,,2024-09-09,kariera.gr,168874
,"['http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/54660948-b811-49a9-874c-bf2be5f280a2', 'http://data.europa.eu/esco/skill/e76dd90d-91c4-49c0-bfd0-dfa2c4c90c81']",['http://data.europa.eu/esco/occupation/a142a645-6e9e-4d86-accd-9816df857c90'],"['Manufacture of leather clothes and fur apparel', 'Manufacture of leather and related products of other materials', 'Industrial product and fashion design activities']",33,SENIOR SOFT ONE DEVELOPER,"✅ Implement, test, maintain and support SOFT ONE application improvements (custom/standard), based on technical design specifications
✅ Prepare technical design specifications based on functional requirements and analysis document
✅ Review functional requirements, analysis, and design documents and provide feedback
✅ Support internal departments with technical problems and questions
✅ Maintain and improve the performance of existing software applications
✅ Research new and emerging software solutions and technology released by SOFT ONE
✅ Participate in architecture and code reviews.",Senior,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168871
,"['http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1', 'http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3', 'http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/isco/C4412']","['Activities of call centres', 'Research and experimental development on social sciences and humanities', 'Retail sale of newspapers, and other periodical publications and stationery']",35,SECRETARIAL SUPPORT,"Our company is looking for an employee for secretarial support with duties:
- Organization of daily schedule
- Communication with customers
- Call center and mail management
- Management of office supplies (stationery, consumables, etc.)
- Invoicing and monitoring of financial outstandings
 
 Necessary qualifications:
- Organizational and communication skills
- Good knowledge of English
- Good computer skills
- Familiarity with Excel
 
Company benefits:
- Pleasant working environment
- Possibility of development
 
Candidates can submit their CV electronically to the following e-mail address: nsam@nextstep.net.gr",Mid-level,Full-time,"Piraeus, Greece",EL,,,,2024-09-09,kariera.gr,168872
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9', 'http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/6f9ac146-8bbd-4b9d-9514-d85586caf17a', 'http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123', 'http://data.europa.eu/esco/skill/ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe', 'http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba', 'http://data.europa.eu/esco/isco/C251']","['Activities of call centres', 'Research and experimental development on social sciences and humanities', 'WHOLESALE AND RETAIL TRADE', 'Activities of head offices']",36,Customer Service and Sales Support Manager - CSR,"Polysystems I.K.E. is an import and distribution company of chemical raw materials and adhesive materials. With stable collaborations with large foreign houses, for more than 30 years it has available on the Greek market, polyurethane systems, equipment and auxiliary materials, which address a wide range of Greek industry.
 
Role Description

Manage customer and supplier orders.


Import circuit monitoring.
Communication with internal and external suppliers.
Daily communication with the individual departments of the Company for the smooth. processing the tasks.
Seller support.

 
Candidate profile

Experience of at least three years in a similar position.
Higher education degree preferred.


Very good computer skills (Windows, Outlook, Word, Excel, PowerPoint, Internet)
Excellent knowledge of the English language at a written and oral level.
 Diligence, developed cooperation and communication skills.
Responsibility, quality service philosophy and initiative.
Organizational skills, methodical and ability to handle many tasks simultaneously
Ability to work under pressure, adaptability and flexibility
Completed military service (for male applicants)
Experience in using an ERP system will be an added advantage
car owner will be considered an additional qualification

Amenities:

Five days full time
Fixed monthly income
Development prospects",Mid-level,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168863
,"['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2', 'http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940', 'http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/de7b8c6c-9ed4-4776-924c-4265dd1d9cde', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868']","['http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c', 'http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8', 'http://data.europa.eu/esco/isco/C2424', 'http://data.europa.eu/esco/isco/C522']","['Business and other management consultancy activities', 'Activities of head offices', 'WHOLESALE AND RETAIL TRADE', 'Wholesale of household goods', 'Wholesale of information and communication equipment', 'Wholesale of other machinery, equipment and supplies', 'Other specialised wholesale']",43,Junior Field Sales Representative,"Mellon Technologies, the parent company of Mellon Group of Companies, was founded in 1994 in Athens. Our offering consists of specialized technology solutions, contact centre and business process outsourcing services.
Mellon Technologies is seeking motivated and energetic Junior Field Sales Representatives to join our team.The primary responsibility of this role is to visit door-to-door retail merchants to promote payment acceptance solutions and services related to EFTPOS (Electronic Funds Transfer at Point Of Sale). This is an exciting opportunity to join a dynamic team and grow with a leading company in the financial services industry.
Key Responsibilities:

Conduct door-to-door sales visits to retail merchants within assigned territories
Promote and sell EFTPOS solutions to potential customers
Demonstrate product features and benefits to prospective clients
Build and maintain strong relationships with retail merchants
Achieve sales targets and KPIs set by the management
Provide excellent customer service and support to clients
Collect and report market feedback and sales data to the management team
Attend training sessions and sales meetings as required

Requirements:

High school diploma or equivalent; a bachelor’s degree in business, marketing, or a related field is a plus
Previous experience in sales, especially field sales or door-to-door sales, is preferred
Excellent communication and interpersonal skills
Strong negotiation and persuasion abilities
Self-motivated with a results-driven approach
Ability to work independently and as part of a team
Valid driver’s license

Benefits:

Competitive salary and commission structure
Multicultural and excellent working environment
Opportunities for career advancement",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168866
,['http://data.europa.eu/esco/skill/18a5e674-550e-4fdf-98e9-df4584e2869c'],"['http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659', 'http://data.europa.eu/esco/isco/C4']",['Tertiary education'],44,OFFICE CLERK,"The company UNIMAC A.E. is looking to hire an office worker for its facilities at Ag.I. Rentis (N.Kazantzakis 5 & N.Vrettakou 3), a graduate of economics schools, for five-day work 08.00-16.00.
Job duties:
Pricing
Secretarial Support
Telephone exchange",Mid-level,Full-time,"Agios Ioannis Rentis, Greece",EL,,,,2024-09-09,kariera.gr,168861
,"['http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3', 'http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426', 'http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1', 'http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081']",['http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc'],"['Computing infrastructure, data processing, hosting and other information service activities']",48,Computerization Executive/ ERP,"Main Responsibilities

ERP supervision, configuration and ensuring full functionality
Support and training of company users in ERP and Software matters
Facilitate issue resolution through ongoing collaboration with other company departments/workgroups
Ability to install and configure hardware equipment

Candidate Profile

AEI/TEI/IEK degree with specialization in Informatics
Special familiarity with MS Office 365, SAP/R3 applications
Very good knowledge of the English language
Working knowledge of Azure Server, Windows OS
Good technical knowledge of PC installation
Strong communication skills and excellent collaboration ability
Driver's license
Completed military obligations

Amenities:

Competitive salary package depending on qualifications
Possibility of continuous training
Full and stable employment
Development prospects
Modern, pleasant and dynamic work environment

Send resumes to the following emails: m.poulas@fashionbox.gr & adv.dept@fashionbox.gr



Type of Work: Full time",Mid-level,Full-time,"Nea Ionia, Greece",EL,,,,2024-09-09,kariera.gr,168809
,"['http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26', 'http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/7234e847-451d-499a-9c7b-0050a4e758d6', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/ed8de897-adbe-4f0e-b4d2-534953e64c72']","['http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/occupation/a9c7a04d-807a-41b5-b441-87c73c73c9c5']","['Computer consultancy and computer facilities management activities', 'Business and other management consultancy activities', 'Research and experimental development on social sciences and humanities']",50,SharePoint Developer (Mid-Senior),"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionEver wondered what it feels like to be a SharePoint Developer in Netcompany-Intrasoft?Joining us as a SharePoint Developer, you will have the opportunity to be a part of highly skilled teams who design, develop, deploy, customize and support SharePoint sites and integration with other systems.As a SharePoint Developer you will:Develop custom web parts, applications, and features tailored to meet specific business requirements. This includes creating SharePoint sites, lists, libraries, and other custom componentsIntegrate SharePoint with other systems and applications, using APIs and web servicesCustomize the look and feel of SharePoint sites using CSS, HTML, JavaScriptBuild and deploy custom workflows using Microsoft Power Automate to automate business processesOptimize SharePoint environments for performance, reliability, and scalabilityManage documents, lists, libraries, and other content within SharePoint, including setting up metadata, content types, and search configurationsQualificationsWhat would make you a fit for the role:Bachelor's Degree in Computer Science or any related disciplineAt least 3 years of proven professional experience as a SharePoint DeveloperProficiency in SharePoint development tools and languages, such as SharePoint Framework (SPFx), C#, .NET, JavaScript, HTML, CSS, and Microsoft Power Platform (specifically Power Automate)Strong analytical and problem-solving skills to troubleshoot and resolve technical issuesDynamic personality with the ability to work independently and also as part of a teamExcellent command of the English language (written & oral)We wouldn't say no if you also have a Microsoft Certification in your own area of expertise!Additional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance programMeal and commuting allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!By joining Netcompany-Intrasoft Athens, you will be part of a vivid team of 2000+ tech enthusiasts. When at the office you will have the chance to work at our brand-new, state-of-the-art, sustainable offices, located in 3 different spots in Athens!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://netcompany.com/careers/greece/our-values/ #BePartOfSomethingGreat!Please submit your CV in English. All applications will be treated as strictly confidential.We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. As part of the Netcompany-Intrasoft culture, we respect human rights and focus on creating a positive workplace, where all employees are valued, and where diversity and inclusion are a vital part of our our everyday working experience.",,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168858
,"['http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/3993c87c-7719-4186-811b-8ddfb40e76be', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4']","['http://data.europa.eu/esco/occupation/3db35c88-bcb7-4de4-914a-9a9839a3c911', 'http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/occupation/f84aae41-28cc-4aa0-a0df-e7c3030516fd', 'http://data.europa.eu/esco/isco/C214']","['Vocational secondary education', 'Computer consultancy and computer facilities management activities', 'Business and other management consultancy activities', 'Other personal service activities n.e.c.']",51,Junior SAP  Professionals,"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionAre you ready to join the forefront of technology as a Junior SAP Professional in Netcompany-Intrasoft?We are looking for Junior SAP Professionals to enhance our highly skilled teams who will run new large-scale, challenging SAP Solution projects, due to the expansion of our SAP Solutions business in Greece and internationally.As a Junior SAP Professional you will:Implement and support SAP solutions, in your area of expertise, for new and existing customers, as members of the respective project teamsContribute to all phases of full-cycle SAP implementation projects, from requirements analysis to customization, specifications for any development needed, UAT support, user training, and go-live supportDevelop innovative concepts and implement sophisticated consulting solutionsCreate long-term relationships with clientsIdentify and lead business development opportunitiesAchieve a strong reputation as a business advisorQualificationsWhat would make you a fit for the role:Degree in Computer Science, Engineering, Finance, or Business administrationPassion to learn and work for SAP solutionsExcellent command of the English language (written & oral)Analytical thinking with a problem-solving mindset, combining technical competence with a business consulting approachA dynamic personality with the ability to work independently and also as part of a teamIt would also be a plus if you had:Familiarity with any SAP moduleAdditional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance programMeal and commuting allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!By joining Netcompany-Intrasoft Athens, you will be part of a vivid team of 2000+ tech enthusiasts. When at the office you will have the chance to work at our brand-new, state-of-the-art, sustainable offices, located in 3 different spots in Athens!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://netcompany.com/careers/greece/our-values/ #BePartOfSomethingGreat!Please submit your CV in English. All applications will be treated as strictly confidential.We ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. As part of the Netcompany-Intrasoft culture, we respect human rights and focus on creating a positive workplace, where all employees are valued, and where diversity and inclusion are a vital part of our our everyday working experience.",,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168857
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042', 'http://data.europa.eu/esco/skill/6e66fa0f-4d3b-415e-9693-dc556eb5112a']","['http://data.europa.eu/esco/occupation/3a4c4e33-ee34-4abe-ba5c-26f9037d292f', 'http://data.europa.eu/esco/occupation/a14e96a7-6c4d-4d69-8c6f-7ccadf77bac5', 'http://data.europa.eu/esco/isco/C3322']","['WHOLESALE AND RETAIL TRADE', 'Activities of head offices', 'Other education n.e.c.']",53,"Full Time Salespeople, Stavroupoli","Are you excited about sales? Do you and your team want to provide the best and highest quality service to JYSK customers? Do you like a fast-paced environment with lots of changes? Then you might be the salesperson we are looking for WHAT WE OFFER You will have the opportunity to become a member of a multinational company that wants to be the first choice of candidates. Your development is very important to us and we will support you in order to achieve it. Also, as a JYSK ambassador, you will have: • Opportunities for personal growth and responsibility • Internal competitions between stores with attractive prizes • A beautiful working environment and fun activities, such as the company's annual party • A competitive bonus that rewards outstanding sales results • Flexible shift work schedule • 20% discount on JYSK products • Basic gross salary starting from €1048• Competitive bonus package that can reach €2500 per year• Prepaid meal card• Participation in JYSK's excellent training programs• Possibility of participation in the ""Managers in Training"" and ""Regional Managers in Training"" programs WHAT WILL YOUR DAILY LIFE BE LIKE IN THE STORE• You are responsible for the store's sales: always with a smile you offer our customers excellent service• You make sure that the store has an excellent commercial image, it is full, tidy and clean• You help to receive and arrange the products, both in the warehouse and in the store and manual work does not scare you• You will have the opportunity to take over an area of ​​your own in the store. Meet one of our salespeople and learn more about working in our stores here. WHAT TO DO YOU ARE • You are outgoing, you like to take initiative and provide the best shopping experience to our customers • You are enthusiastic and like to talk to customers • You are a team player and a good colleague - you like to go the extra mile with your team in order to achieve excellent results• You like fast pace and are flexible, both in terms of the responsibilities you undertake and the schedule THINK THIS IS YOUR CHANCE? Apply today! A few words about our selection process: We evaluate applications on a continuous basis and the selection process is only completed when we find the right candidate. Candidates whose CVs are evaluated positively will receive a request to complete a short video interview - we want to hear why you think JYSK suits you and what is your motivation for the position you have applied for!",,Full-time,"Thessaloniki, Greece",EL,,,,2024-09-09,kariera.gr,122428
,"['http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a', 'http://data.europa.eu/esco/skill/2fbf0966-18bc-429c-8b0d-e7ab86d5788b', 'http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333', 'http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2', 'http://data.europa.eu/esco/skill/44a117a9-4443-43a4-b037-23c716af671e', 'http://data.europa.eu/esco/skill/541cdc23-1eec-4520-81fc-3392eaf538ed', 'http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6', 'http://data.europa.eu/esco/skill/68defa68-cb54-4d99-89ac-af6bfd71946b', 'http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a']","['http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2', 'http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc', 'http://data.europa.eu/esco/isco/C214', 'http://data.europa.eu/esco/isco/C3355']","['Research and experimental development on natural sciences and engineering', 'Research and experimental development on social sciences and humanities', 'Risk and damage evaluation']",66,Payments Risk Operations Specialist,"Etraveli Group is the globally leading company for tech solutions and fulfillment capabilities for online sales of flights. We are here to solve complexity, by connecting millions of flights and travelers across the globe, from search and selection to trip and beyond. We hold consumer online travel agency brands like Mytrip, GoToGate & Flight Network and serve Booking.com with flights. Etraveli Group has also established strategic partnerships with companies like Skyscanner, Google Flights, TUI, etc. Every day we strive to make the world smaller for our customers and bigger for our people. Our diverse team of more than 2400 passionate professionals is what makes us the industry’s tech wonder and the best in the world at what we do. Our major offices are in Sweden (HQ), Canada, Greece, India, Poland with the Athens office being one of the largest, hosting around 580 employees working from the center of Athens for the rest of the world. Join us and start as Payments Risk Operations Specialist in the Risk Management team!Position SummaryIf you are captivated by mind games, you possess strong investigation skills and can see patterns behind numbers and scattered pieces of information, it’s highly likely that Payments Risk Operations Specialist would be your dream job!As a Payments Risk Operations Specialist your main responsibility will be to protect Etraveli Group from financial losses due to fraudulent activities while maintaining sales and customer experience in top performance. Besides screening high risk transactions, this role should also propose innovative improvements in existing processes. The ideal candidate must have excellent investigation, problem solving and decision making skills and is expected to be up-to-date with the latest online fraud trends as well as with potential fraud screening tools.Responsibilities Screen potentially high-risk transactions accurately and in a timely manner utilizing a wide range of fraud prevention systems, tools and reports. Identify fraud patterns or abnormalities and take appropriate actions to prevent similar activities and mitigate potential future fraud. Thoroughly process and analyze fraud alerts received from external sources. Ensure transaction authenticity by contacting customers via phone and/or email. Propose innovative improvements to our existing processes, aiming to further enhance our fraud prevention and detection strategies Deliver dynamic tasks & provide support for a wide range of business analyses. Stay up to date with the latest online fraud trends, practices, and tools through continuous learning & research. Be a problem-solver. Requirements Bachelor’s degree and/or studies preferably in Science, Technology, Engineering, Mathematics. Excellent command of the English language. Advanced experience with MS office (especially Excel) Data driven approach along with strong critical, analytical and investigation skills. Ability to act proactively, take initiatives and demonstrate a can-do attitude focusing on producing high quality results within a fast-paced environment. Team player with strong interpersonal and communication skills including the ability to effectively interact with clients.  Work independently, meet tight deadlines while navigating multiple systems and processes Discretion in dealing with confidential information. High level of responsibility & integrity combined with eagerness to work in a multicultural, international environment subject to continuous changes. Previous work experience as a Fraud Analyst will be considered a plus  Availability to work on shifts around the clock (24/7) – 8-hour shifts, 5 days per week including weekends and bank holidays.  BenefitsWe are looking for people who would make the world smaller for travelers but want a bigger world of opportunities for themselves. With us you can enjoy: #LI-Hybrid working environment - having the opportunity to work both remotely and at the office enabling you flexibility! Health Benefits - Through partners we offer a private health insurance plan. We also offer the possibility to use 2 extra medical leave days in case of need. Monthly ticket restaurant card - to spend in one of the thousands affiliated restaurants, cafes, stores or supermarkets across Greece. Office in the City – We sit on bright, large floors (over 4000㎡!) in central Athens. Just a short walk from the Ambelokipi Metro station. Growth – We believe in personal development and continuous education, thus we offer the opportunity of role-related training on tools and best practices. We also like to schedule company/department/team activities and events outside the office space! We have a relaxed & fun work environment where you can enjoy free breakfast coffee/tea, playing ping pong or video games.  At Etraveli Group we value diversity; we pride ourselves on being a company represented by people of all different backgrounds. During hiring, we are committed to ensure equality and promote diversity in the workplace at every selection stage. As such, we provide the same opportunities for all candidates regardless of race, religion or belief, gender, nationality, ethnicity, sexual orientation, age, marital status, disability, or any other characteristic protected under any anti-discrimination law or regulation.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168843
