organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/0450eaee-1a00-4622-8f4e-5356fce816d2', 'http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77', 'http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/70159320-b7f9-4d3e-9f00-99e0adf3f77e', 'http://data.europa.eu/esco/skill/e0ded9a1-372d-46c8-80b5-ad994d606ef2', 'http://data.europa.eu/esco/skill/f5308e60-d763-4ead-be95-88c96fb3e02b']","['http://data.europa.eu/esco/occupation/1b422c31-f242-46b5-bbdc-aa63885e4b5c', 'http://data.europa.eu/esco/occupation/68ad860f-c5cd-420f-840f-993e3e813508', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f', 'http://data.europa.eu/esco/occupation/ff5210a5-2ea9-43b4-bebc-8d565f928eaa']",114,Production Machine Operator (Inofyta),"In the kariera.gr group | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities. 
The Mass Recruitment team of kariera.gr is looking for a Production Machine Operator on behalf of General Mills, a food production company in the Oinophyta area.
Responsibilities:
















Operation of production machines
Feeding the machines with raw material
Check for the correct operation of the production equipment
Inspection and preventive maintenance of equipment
Adherence to good manufacturing practices
Compliance with safety and hygiene rules

Necessary qualifications:

Bachelor's degree in technical field preferred
Basic knowledge of PC and English
1-2 years of work experience in an industrial environment
Ability to work on a rolling schedule (morning, afternoon, night shift).
Communication, organizational, hardworking and effective collaboration skills in a team environment
Completed military obligations

The company offers:

Competitive salary package
Transportation from/to Chalkida, Avlida, Schimatari on all shifts
Training in New Trends and Technological Developments
Excellent conditions in an air-conditioned workplace and a friendly working environment
Development possibilities within a short period of time",Entry / Junior,Full-time,"Oinofyta, Greece",EL,,,,2024-09-09,kariera.gr,168776
,"['http://data.europa.eu/esco/skill/519b3949-b711-4a08-a395-a4bd068f9fa2', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/7afb5a64-e574-421a-bb3a-7a7bc108d2a5', 'http://data.europa.eu/esco/skill/db27065e-3c06-4f89-aa55-48fd87dabf82', 'http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb', 'http://data.europa.eu/esco/skill/e883d55a-75ae-460b-ba0a-47fecf14f1b3']","['http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16', 'http://data.europa.eu/esco/occupation/31db6bd9-ee84-4a57-ac9e-87e243ba1c69', 'http://data.europa.eu/esco/occupation/823db06f-25e1-4658-b063-d6ef956b41f5', 'http://data.europa.eu/esco/isco/C2', 'http://data.europa.eu/esco/isco/C334']",118,Picker,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The Hiring Solutions team of kariera.gr is looking for Pickers - Storekeepers for their central warehouse in Lykovrysi on behalf of OMONIA TRANS, one of the largest companies in the field of international transport and logistics.
Position Responsibilities:

Efficient order management.
Collection and placement of products in predetermined positions according to company procedures.
Use and operation of warehouse equipment.
Participation in warehouse operations as well as inventories.
Application and observance of the Health and Safety rules of the warehouse.

Necessary qualifications:

Previous experience in a similar position or in a warehouse environment, desirable
Knowledge of RF scanner operation, desirable
Ability to use pallet trucks, desirable
Teamwork and organizational skills
Ability to work in shifts

The company offers:

Work in a modern environment 
Competitive remuneration and rewards system
Possibility of professional development and growth
Open-ended contract

Those interested are requested to apply below and a kariera.gr representative will contact them immediately.",Entry / Junior,Full-time,"Lykovrysi, Greece",EL,,,,2024-09-09,kariera.gr,168773
,"['http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12', 'http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/35d4ab0d-5a2a-4ed8-b8ba-7169314168f5', 'http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b', 'http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3']",124,Call Center Sales Agent (Outbound),"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for an Outbound Sales Agent in the area of ​​Ampelokipi on behalf of its client, one of the largest companies in the retail trade of computers and telecommunications equipment.
Responsibilities

Manage outgoing calls
Investigation of customer needs and personalized service
Manage product campaign actions 
Line transfer to the relevant department if an order arises

Necessary skills

High School/IEK/TEI/University Graduate
Relevant previous experience in a call center or in a retail store is desirable
Good command of English
Customer-centric Perception
Sales ability
Willingness to serve
Handling a large volume of calls

Working relationship

Indefinite contract
Private insurance and discounts on products
1-2 weeks paid training in products, processes and systems
5-day work in shifts
Great environment, work space
Immediate development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168762
,"['http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b', 'http://data.europa.eu/esco/isco/C2433', 'http://data.europa.eu/esco/isco/C3339']",125,Call Center Sales Agent (Inbound),"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for an Inbound Sales Agent in the Ampelokipi area on behalf of its client, one of the largest computer and telecommunications equipment retail companies.
Responsibilities

Management of incoming calls in order to convert them into product sales.
Investigation of customer needs
Correct localization based on the request
Piloting the call to the respective department

Necessary skills

High School/IEK/TEI/University Graduate
Relevant previous experience in a call center or in a retail store is desirable
Good command of English
Customer-centric Perception
Sales ability
Willingness to serve
Handling a large volume of calls

Working relationship

Indefinite contract
Private insurance and discounts on products
1-2 weeks paid training in products, processes and systems
5-day work in shifts
Great environment, work space
Immediate development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168761
,"['http://data.europa.eu/esco/skill/012d6406-016a-4790-aeb8-853e61058517', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81']","['http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff', 'http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f', 'http://data.europa.eu/esco/isco/C1321']",126,Maintenance Engineer (Inofyta),"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for a Maintenance Engineer for the industrial company, General Mills, in the area of ​​Oinofyta.
Duties:

Equipment maintenance
Repair and repair of mechanical breakdowns
Suggestions for improving the production process

Qualifications:

TEI/AEI degree
Experience 2-3 years 
Ability to work in shifts
Problem solving skills
Organizational skills and team spirit
Knowledge of English is desirable

Amenities:

Competitive remuneration package
Full coverage of travel expenses
Stable work environment
Continuous education
Pleasant working environment with opportunities for development",Mid-level,Full-time,"Oinofyta, Greece",EL,,,,2024-09-09,kariera.gr,168759
,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/9379afee-37fd-419c-8c83-76e877b9f191', 'http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f', 'http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81']","['http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff', 'http://data.europa.eu/esco/isco/C1321', 'http://data.europa.eu/esco/isco/C334']",127,Maintenance Engineer,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team, on behalf of a partner, is looking for Maintenance Engineers for their factory in Piraeus.
Position Duties:

Maintenance of production machines 
Support/troubleshooting
System set reporting and monitoring
Participation in the improvement of the production process

Qualifications:

Graduates of TEI and EPAL (Mechanical / Electrical / Automation branches)
Previous experience in a similar position 
Experience in pneumatic automatic control systems
Good knowledge of English & MS Office
Good knowledge of PC and Troubleshooting
Responsibility, flexibility, willingness, team spirit

Offered:

Competitive remuneration package
Modern environment with good working conditions
Development and training prospects",Entry / Junior,Full-time,"Piraeus, Greece",EL,,,,2024-09-09,kariera.gr,168758
,"['http://data.europa.eu/esco/skill/01fec851-b5f4-419b-940a-3b4c835adfa8', 'http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/a1c72d66-3671-4a8e-840d-e8b28e237b6f', 'http://data.europa.eu/esco/skill/bf419e00-8548-491a-a06f-d72ab439df2f', 'http://data.europa.eu/esco/skill/f1b5800e-b763-4740-9586-3fef30568e81']","['http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7', 'http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff', 'http://data.europa.eu/esco/occupation/b0fa69b4-998c-4e66-acd3-5f5d73cadb5c', 'http://data.europa.eu/esco/isco/C1321', 'http://data.europa.eu/esco/isco/C334']",128,Maintenance Engineer,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for one of the largest dairy companies, FAGE S.A., for Maintenance Engineers for its factory in Metamorfosi.
Position Duties:

Maintenance of production and packaging machines
Support/troubleshooting
System set reporting and monitoring
Participation in the improvement of the production process

Qualifications:

Graduates of TEI and EPAL (Mechanical / Electrical / Automation branches)
Prior experience in a similar position preferably in the food or pharmaceutical industry
Experience in pneumatic automatic control systems
Good knowledge of English & MS Office
Good knowledge of PC and Troubleshooting
Ability to work in shifts
Responsibility, flexibility, willingness, team spirit

Offered:

Competitive remuneration package
Modern environment with good working conditions
Development and training prospects",Entry / Junior,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168756
,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/2bbdea06-a265-42b5-bb4f-7241b661f069', 'http://data.europa.eu/esco/skill/68aefa78-9a8c-4d5f-879a-abcfe1cd464f', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/cbeca306-92b8-48b0-82b0-ee6af0fafab6']","['http://data.europa.eu/esco/occupation/615920c5-4f63-4eb3-8b60-afaaed3ab1ff', 'http://data.europa.eu/esco/occupation/822bbc2d-bc6a-4fb5-afb8-89170120c6d8', 'http://data.europa.eu/esco/occupation/d44c5eb0-fc6c-4f4a-9850-f2f29aaac505', 'http://data.europa.eu/esco/occupation/f31e25d0-8794-4f88-ac07-a229199c6f0f', 'http://data.europa.eu/esco/isco/C334', 'http://data.europa.eu/esco/isco/C7212']",132,Maintenance Technician,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The team of kariera.gr, on behalf of a partner, the company Elvida Foods, is looking for Maintenance Engineers for their factory in Peristeri.
Position Duties:

Maintenance on production equipment and electromechanical facilities.
Diagnosis and resolution of faults
System set reporting and monitoring
Compliance with the rules of Safety and Health at work

Qualifications:

TEI and EPAL graduates (Mechanical/Industrial Installations/Automation branches)
Previous experience in a similar position 
Ability to operate auxiliary machinery, such as electric welding, wheel, drill
Responsibility, flexibility, willingness, team spirit

Offered:

Competitive remuneration package
Modern environment with good working conditions",Entry / Junior,Full-time,"Peristeri, Greece",EL,,,,2024-09-09,kariera.gr,168755
,"['http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a', 'http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/35d4ab0d-5a2a-4ed8-b8ba-7169314168f5', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3', 'http://data.europa.eu/esco/isco/C4223']",133,First (1st) Level Technical Support,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for a Telephone Technical Support Clerk on behalf of the company PLAISSIO, a leader in the retail trade of computers, office supplies and telecommunications equipment, in the area of ​​Metamorfosi.
Responsibilities:

Incoming call management
Resolving technical issues
Guidance for connecting and installing devices

Qualifications:

Computer knowledge
Communication Skills
Customer service

Main Acceptances:

Competitive remuneration package
Part time / Full time
Continuous education
Private insurance and discount on products
Friendly & modern work environment
Development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",No experience / No degree,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168749
,"['http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12', 'http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7']","['http://data.europa.eu/esco/occupation/4dc6e03f-bfb0-4078-a453-01bd1cb735aa', 'http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3']",138,Customer retention and development manager (outbound),"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The team of kariera.gr is looking for a Customer Service Agent on behalf of the Greek company PLAISIO, a retailer of computers, office supplies and telecommunications equipment, in the area of ​​Metamorfosi.
Responsibilities

Corporate customer management
Investigation of customer needs and personalized service
Building a relationship of trust with customers
In-store service satisfaction survey
Manage product campaign actions 
Line transfer to the relevant department if an order arises

Necessary skills

High School/IEK/TEI/University Graduate
Relevant previous experience in a call center or in a retail store is desirable
Good command of English
Customer-centric Perception
Sales ability
Communication

Working relationship

Satisfactory salary and bonus
6 or 8 hour work
5-day work in shifts
1-2 weeks paid training in products, processes and systems
Great environment, work space
Immediate development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",No experience / No degree,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168745
,"['http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12', 'http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7']","['http://data.europa.eu/esco/occupation/4dc6e03f-bfb0-4078-a453-01bd1cb735aa', 'http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3', 'http://data.europa.eu/esco/isco/C2433']",140,Customer Advisor - Direct Sales Center,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for a Customer Advisor- Direct Sales Center in the area of ​​Metamorfosi on behalf of the Greek company PLAISIO, a retailer of computers, office supplies and telecommunications equipment.
Responsibilities

Management of incoming calls in order to convert them into product sales.
Investigation of customer needs
Correct localization based on the request
Piloting the call to the respective department

Necessary skills

High School/IEK/TEI/University Graduate
Relevant previous experience in a call center or in a retail store is desirable
Good command of English
Customer-centric Perception
Sales ability

Working relationship

Satisfactory salary of work
6 or 8 hour work
5-day work in shifts
1-2 weeks paid training in products, processes and systems
Great environment, work space
Immediate development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",Entry / Junior,Full-time / Part-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168738
,"['http://data.europa.eu/esco/skill/0ba7e293-4665-4c8b-86fa-c1a4b1daee12', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/49fed129-e32b-4f67-b80a-609d79e45b20', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/68698869-c13c-4563-adc7-118b7644f45d', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/4dc6e03f-bfb0-4078-a453-01bd1cb735aa', 'http://data.europa.eu/esco/occupation/580c98d4-fb97-4597-864c-54140f058f1b', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3']",143,Customer service and inbound calls (PC and technology products),"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities.
The kariera.gr team is looking for a Customer Advisor - Direct Sales Center in the area of ​​Metamorfosi on behalf of the Greek company PLAISIO, a retailer of computers, office supplies and telecommunications equipment.
Responsibilities

Management of incoming calls and waiting
Investigation of customer needs
Sale of computers and technology products
Building a relationship of trust with customers
Entering orders into the system
Provision of integrated IT solutions to individuals

Necessary skills

High School/IEK/TEI/University Graduate
Relevant previous experience in a call center or in a retail store is desirable
Hardware HY or gaming knowledge or personal friction with technology issues
Good command of English
Customer-centric Perception
Sales ability
Willingness to serve

Working relationship

Satisfactory salary and bonus
6 or 8 hour work
5-day work in shifts
1-2 weeks paid training in products, processes and systems
Excellent environment and friendly atmosphere
Immediate development opportunities

If you are interested, you can apply below and a representative of the kariera.gr team will call you immediately.",Entry / Junior,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168733
,"['http://data.europa.eu/esco/skill/12c7b323-d870-4f5b-9d7d-d9f525206d77', 'http://data.europa.eu/esco/skill/694dc996-52f3-4afa-a802-672e19f061b7', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/feceacee-d425-4e73-821a-02dfb85084db']","['http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e', 'http://data.europa.eu/esco/occupation/3ce9c89d-6f1a-48b5-942d-386e46e2fd06', 'http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5', 'http://data.europa.eu/esco/occupation/ff5210a5-2ea9-43b4-bebc-8d565f928eaa']",147,Artisans / Artisans,"In the team kariera.gr | At Mass Recruitment, we don't just offer a job, we offer you the opportunity to become part of a constantly changing work environment. With years of expertise in crowdsourcing services, we bring together outstanding candidate talent with dynamic companies.
In the team of kariera.gr | Mass Recruitment your every professional move is a step towards excellence. Start a career with us where your skills meet unparalleled opportunities. 
The Mass Recruitment team of kariera.gr, on behalf of the production company Plastimak, is looking for Technicians for the area of ​​Agios Pavlos, Halkidiki.
Responsibilities:

Execution and support in the production program of the products.
Supervision of the smooth execution of the production process.
Operation of production machinery.

Required Qualifications:

Graduate of Lyceum/ O.A.E.D./ I.E.K./ Technical School
Ability to work in shifts
Knowledge of computer operation
Previous experience in an industrial environment desirable
Excellent knowledge of the Greek language

The company offers:

Competitive remuneration package
Training in handling the machines is provided by experienced operators within the company
Private Life and Health Insurance program
Excellent working conditions in a modern, dynamically developing professional environment
Prospects for professional development within the company.

Those interested are requested to apply below and a kariera.gr representative will contact them immediately.",Entry / Junior,Full-time,"Agios Pavlos, Greece",EL,,,,2024-09-09,kariera.gr,168732
,"['http://data.europa.eu/esco/skill/094e594d-83cc-4480-bad8-fae0ec2ed8ab', 'http://data.europa.eu/esco/skill/0e21e183-e787-4f23-a240-93b416c088c2', 'http://data.europa.eu/esco/skill/7c3865d1-e5a9-4043-a7a4-2e9e30468c0b', 'http://data.europa.eu/esco/skill/80274731-15ce-490a-8d5b-f55a36b976b0', 'http://data.europa.eu/esco/skill/85ac537a-9233-42cc-a6e8-73851e77d214', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']","['http://data.europa.eu/esco/occupation/1b38a27d-ef98-4d9f-b1b2-8c109bf47e79', 'http://data.europa.eu/esco/isco/C2', 'http://data.europa.eu/esco/isco/C242']",148,Administration and Front Office Assistant,"ICAP Recruitment Solutions is one of the premium consultancies and part of ICAP People & Employment Solutions, the largest HR Services Provider in Greece and Cyprus. With more than 50 years of experience, we specialize in assessing and recruiting graduates to mid-level level professionals for both local and multinational companies across all sectors.ICAP Recruitment Solutions, on behalf of its client, a pioneer in providing comprehensive solutions and continuous technical support to healthcare professionals and patients, is seeking candidates for the following position.
Administration and Front Office Assistant (Ref. 5680/AFOA/RS/GR)
The role is responsible for being the first point of contact for clients and visitors while playing a crucial role in ensuring the smooth operation of the office and maintaining a warm and welcoming atmosphere.Key Responsibilities:

Greet and assist visitors and clients in a friendly and professional manner.
Answer and direct incoming phone calls, taking messages when needed.
Manage daily office operations, including mail handling, filing and ordering office supplies.
Provide administrative support to various departments, including data entry, scheduling meetings and preparing documents.
Assist in organizing company events, meetings, and other activities.
Maintain a clean and organized front office area.
Support the management team with additional tasks as required.

Qualifications:

Prior experience in an administrative or front office role is a must.
Fluency in English, both written and spoken.
Proficiency in Microsoft Office Suite.
Excellent communication and interpersonal skills.
Strong organizational skills with the ability to multitask effectively.
Attention to detail and a proactive approach to problem-solving.
Ability to work independently as well as part of a team.

The Company Offers:

Attractive Salary.
Dynamic, professional, and pleasant work environment
Excellent opportunity for personal and professional development.

All information received will be treated with strict confidentiality.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168728
