organization,skills,occupations,sectors,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/11747665-0e98-4f27-bd0d-536862cd5746', 'http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/1c9bb265-6ff7-428e-9a72-9c8df75178b8', 'http://data.europa.eu/esco/skill/292549e6-08ec-456c-b008-eba7a0a68428', 'http://data.europa.eu/esco/skill/3cd35f5d-ce6d-4f14-9a09-53d7a28d834c', 'http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf', 'http://data.europa.eu/esco/skill/6c97d04d-7239-4dc7-90ef-3e812ba2b124', 'http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761', 'http://data.europa.eu/esco/skill/b011c8b4-76e1-4bbc-8bb9-1d205e7b618a', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/d8567009-7c6f-43fb-82fb-7154ed8ebca9']","['http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/6353b3e8-e8f2-4ecb-b230-186927139892', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442']","['Accommodation', 'Activities of head offices', 'Computing infrastructure, data processing, hosting and related activities', 'Research and experimental development on social sciences and humanities']",20,Junior Buyer (Fixed-Term),"Do you want to make a dynamic start in the purchasing industry and gain experience in procurement processes? 🎓
Are you familiar with the use of ERP systems and Excel?💻
Are you looking for a position where communication, persistence and targeted search play a leading role?📈

            If so, then the position of Junior Buyer is exactly what you are looking for!
ManpowerGroup Greece, on behalf of a Group of companies, with commercial, technical and industrial activity, is looking for the next Junior Buyer, who will join the team.
    📌 Location: Athens (Easy access by public transport)
    📍 Working model: For life
    📢​ Working hours: Monday-Friday, 09:00 – 16:00
    🎯 ​Duration of contract: Initial contract of 3 months, with the prospect of renewal
What the role includes:

International market research and analysis to find and evaluate new suppliers
Negotiating prices, terms and contracts with suppliers to secure the best possible deals
Management and maintenance of relationships with existing suppliers
Monitor and analyze market trends and prices
Data entry into company systems

What we're looking for:

University/Technical Degree
Previous experience in a similar role or office positions will be valued (profiles without experience will also be evaluated)
Excellent knowledge of the English Language
Good use of MS Office programs
Communication skills & negotiation skills
Team spirit

Salary and benefits package:
✔️    Competitive salary package
📖 Ongoing training and support for professional development in a fast-paced team environment
🚀 Development prospects in a dynamic environment
👥 Assessment stages include:

If this role interests you, please do not hesitate to apply directly. Our consultants will contact candidates who meet the above requirements to schedule an interview.
As for the next steps, there will be 1 more interview with the company/client.",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168893
,"['http://data.europa.eu/esco/skill/60f51172-37c0-4933-a27a-cbf55dcd7580', 'http://data.europa.eu/esco/skill/9d916d7c-89b3-4084-a6d9-e2b0b3091404', 'http://data.europa.eu/esco/skill/b02b38c4-d46d-44da-9479-1310060bd74d', 'http://data.europa.eu/esco/skill/d669af41-756c-48d9-a286-1443253f54b1', 'http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/ade351da-7bda-424e-8682-bbdcab2a25be', 'http://data.europa.eu/esco/occupation/c3aae59e-1441-4b3e-bdd1-6da50dc7cf42', 'http://data.europa.eu/esco/occupation/e20eee17-4876-4f21-a0cb-5d7f40c63cd8', 'http://data.europa.eu/esco/isco/C241', 'http://data.europa.eu/esco/isco/C3313']","['Activities of head offices', 'Accounting, bookkeeping and auditing activities; tax consultancy', 'Security and commodity contracts brokerage']",23,ACCOUNTING OFFICER,"Basic Competencies 
Payroll management and issuance
Asset management and asset register monitoring
Management of Electronic Books (my data), classification of expenses, agreement of income - expenses with accounting books
Compilation and submission of monthly and other periodic obligations of the Company such as VAT. , withheld taxes, insurance funds etc.
Participation in the preparation of financial statements and disclosures
 
Necessary knowledge and skills:
Degree in Economic Studies / HEI-TEI
Experience of at least two (2) years in a similar position
Experience in C' class bookkeeping and knowledge of tax legislation
Good knowledge and use of ERP software financial management program
Very good knowledge of MS Office
Very good knowledge of English
 
The Company offers employment opportunities in an excellent working environment, with a competitive salary package.",Mid-level,Full-time,"Acharnes, Greece",EL,,,,2024-09-09,kariera.gr,168889
,"['http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2']",[],[],24,Shipping Sales Secretarial Support,"For Shipping Sales Secretarial Support, people are wanted from a Shipping Chemicals Production Company in Aspropyrgos.
Organizational skills and very good knowledge of English and Microsoft Office are considered essential.  Knowledge of Softone will be an advantage.
Telephone: 6979119985 (Days and hours of contact: Monday to Friday, 10:00-16:00).",Mid-level,Full-time,"Aspropyrgos, Greece",EL,,,,2024-09-09,kariera.gr,168880
,"['http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c', 'http://data.europa.eu/esco/skill/1973c966-f236-40c9-b2d4-5d71a89019be', 'http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/6c80d53c-d8c9-41fe-998f-091fca208834', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']",['http://data.europa.eu/esco/isco/C251'],[],25,Office Coordinator – Code Position R2024,"You will deal with:

Management of electronic learning platform (LMS) and its users
Organization, preparation and coordination of educational programs
Data entry in the company's CRM & reporting
Technical support of virtual trainings 

Necessary qualifications

Degree of HEI-TEI
1-3  years of experience in secretarial support
Excellent computer skills (MS Office) and especially the use of spreadsheets (Excel) and professional presentations (Power point)
Familiarity with online collaboration platforms (MS Teams, Webex) is desirable
Excellent knowledge and use of the Greek and English languages ​​(written and spoken)
Knowledge of CRM management (Salesforce) desired

We expect you to show through your work:

Customer-centric behavior aimed at providing quality services
Ability to meet schedules with quality and reliable output
Focus and initiative in managing problems or changes in a timely manner
Mood for cooperation and teamwork

We offer you:

competitive salary, depending on your experience and qualifications
productivity bonus
medical care etc.

You can send your CV to jobs@response.gr by writing in the Subject: R2024
Our team looks forward to meeting you!",Entry / Junior,Full-time,"Marousi, Greece",EL,,,,2024-09-09,kariera.gr,168887
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf', 'http://data.europa.eu/esco/skill/6bf6b5bd-6658-4338-b0ee-dc143e68e6d3', 'http://data.europa.eu/esco/skill/d669af41-756c-48d9-a286-1443253f54b1', 'http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081']",['http://data.europa.eu/esco/occupation/026401a9-7d56-4d7b-8052-38985ddbeafa'],['Raising of other animals'],26,ACCOUNTING OFFICER/ASSISTANT ACCOUNTANT,"ARKADIKI MELISSOCOMIA ABEE, one of the largest companies in the field of beekeeping, is interested in hiring a full-time Accounting Clerk/Assistant Accountant/Accountant with the following qualifications:
Responsibilities:

Control, categorization and registration of Purchases, Imports, Fixed Assets, Expenses and other documents in a commercial program (GALAXY SINGULARLOGIC)
Agreement of customer - supplier records
Check My Data - Provider epsilon net 
Participation in the issuance - submission of VAT-VIES-INTRASTAT declarations
Updating of diploma books
Support monthly closing and financial results tasks

Necessary qualifications:

Graduated from AEI TEI in Financial Accounting
At least 5 years of experience in an organized accounting office
Excellent knowledge of ELP and tax legislation
Experience in computerized record keeping
Excellent use of PC (Ms Office) and erp systems 
Excellent knowledge of the English language
Good organizational skills
Professional behavior
Ease of communication
Experience in GALAXY software will be considered

What we offer:
• Pleasant working environment • Development and growth prospects • Possibility of continuous training • Competitive remuneration package depending on qualifications
 
Please send the resumes to the email hr@arkmel.gr with the reference ΙΛ924
All resumes will be strictly confidential. Only eligible nominations will be responded to.",Mid-level,Full-time,"Mandra, Greece",EL,,,,2024-09-09,kariera.gr,168884
,"['http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d', 'http://data.europa.eu/esco/skill/3a585818-03f1-434c-b41b-9d3c4ceedfaa']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39']","['Research and experimental development on social sciences and humanities', 'Activities of call centres']",28,Contact Center Specialist | Part Time (Afternoon Hours - Fixed Term Contract),"#eimaste_mesa to the best to design your own professional experience together!
 #eisai_mesa to work in a team where you will constantly develop your knowledge? Are you looking for a company where you can take initiative, take risks and have autonomy?
 LEROY MERLIN is a member of the French Adeo Group (900 stores and 150,000 Leaders partners in 13 countries worldwide), which holds the 1st position in Europe and the 3rd worldwide in the DIY ""Do it yourself"" market.
Our Mission is to build a better and sustainable life at ""home"" for everyone!
 We are currently looking for:
 
 
""Contact Center specialist - 4-hour work (afternoon)""
 Your routine:

You ensure the reliable and efficient management of the call center (incoming calls) by applying the procedures and IT systems with the aim of customer satisfaction.
You contribute to customer service with the quality of telephone reception, orientate the customer, provide information-advice, guidance.
You recommend the products/services or solutions that best meet the customer's needs and carry out a comprehensive telephone sale.
You collaborate on a daily basis with all departments/stores/headquarters ensuring the smooth processing of all tasks (orders, deliveries).
You ensure the resolution of customer requests/comments/complaints that arise multi-channel with the same approach (omni-channel).

 
It will be the perfect combination if you have:

AEI/TEI degree.
Previous experience in a Telephone Service department or retail store.
Good command of English
Good computer knowledge, Microsoft office (excel, word, P.Point)
Good computer knowledge and contact with new technologies
Team spirit and comfort in professional relationships
Flexibility and ability to manage problems
Communication skills and customer orientation
Ability to plan and organize.

 
We offer:

Excellent & safe work environment
Ongoing opportunities for training
Attractive salary package
Additional medical care
Corporate discounts

 #eisai_mesa for an exciting new career?
Take the next step and join our team!",No experience / No degree,Part-time,"Marousi, Greece",EL,,,,2024-09-09,kariera.gr,168885
,"['http://data.europa.eu/esco/skill/2b1ce548-4e16-45fb-bfb2-f3141c8efe8d', 'http://data.europa.eu/esco/skill/3a585818-03f1-434c-b41b-9d3c4ceedfaa']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39']","['Research and experimental development on social sciences and humanities', 'Activities of call centres']",30,Contact Center specialist – 6 hour employment,"#eimaste_mesa to the best to design your own professional experience together!
 #eisai_mesa to work in a team where you will constantly develop your knowledge? Are you looking for a company where you can take initiative, take risks and have autonomy?
 LEROY MERLIN is a member of the French Adeo Group (900 stores and 150,000 Leaders partners in 13 countries worldwide), which holds the 1st position in Europe and the 3rd worldwide in the DIY ""Do it yourself"" market.
Our Mission is to build a better and sustainable life at ""home"" for everyone!
 We are currently looking for:
 
 
""Contact Center specialist - 6-hour employment""
 Your routine:

You ensure the reliable and efficient management of the call center (incoming calls) by applying the procedures and IT systems with the aim of customer satisfaction.
You contribute to customer service with the quality of telephone reception, orientate the customer, provide information-advice, guidance.
You recommend the products/services or solutions that best meet the customer's needs and carry out a comprehensive telephone sale.
You collaborate on a daily basis with all departments/stores/headquarters ensuring the smooth processing of all tasks (orders, deliveries).
You ensure the resolution of customer requests/comments/complaints that arise multi-channel with the same approach (omni-channel).

 
It will be the perfect combination if you have:

AEI/TEI degree.
Previous experience in a Telephone Service department or retail store.
Good command of English
Good computer knowledge, Microsoft office (excel, word, P.Point)
Good computer knowledge and contact with new technologies
Team spirit and comfort in professional relationships
Flexibility and ability to manage problems
Communication skills and customer orientation
Ability to plan and organize.

 
We offer:

Excellent & safe work environment
Ongoing opportunities for training
Attractive salary package
Additional medical care
Corporate discounts

 #eisai_mesa for an exciting new career?
Take the next step and join our team!",No experience / No degree,Part-time,"Marousi, Greece",EL,,,,2024-09-09,kariera.gr,168883
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2fb8480e-de3c-462b-b169-e8bbb344da68', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fa6acfc3-0a4f-4192-b77d-80e94d0faf2a']","['http://data.europa.eu/esco/occupation/30f3ea93-882a-4525-841c-1d5b4b64076f', 'http://data.europa.eu/esco/occupation/35fbb8cd-c044-49a1-850c-010481c99b4a', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/8d586ee9-0ab1-4155-a3b0-2ca786c8e48c', 'http://data.europa.eu/esco/isco/C241']","['Activities of head offices', 'Business and other management consultancy activities', 'Other activities auxiliary to financial services, except insurance and pension funding', 'Research and experimental development on social sciences and humanities', 'FINANCIAL AND INSURANCE ACTIVITIES', 'Activities of extraterritorial organisations and bodies']",32,FINANCIAL AND COMMERCIAL DEPARTMENT EXECUTIVE - FINANCIAL PROJECT ANALYST,"Who We Are
At Infoworx, we focus on innovation and the quality of our services and products.
As a leading company in the field of electrical and electronic imports through B2B services, in which we have been active since 2009, we have realized a vision by expanding into the e-commerce industry. In 2015, we created Electroholic's store, through which we offer B2C services and solutions at an affordable cost, providing continuous and human-centered support to our customers.
Always putting the consumer first, our goal is to provide a unique shopping experience.
Our team consists of talented people, team players with vision and appetite for work, on whom we can base our future plans by investing in their continuous and continuous development.
 
Role Description
The role of a financial analyst is of great importance for the healthy operation of the business, as it guides and manages all the financial processes that lead to its growth and stability.
 
Job Description:

Cooperation with the accounting offices of the group companies for the preparation of management reports.
Monthly checks of income - expenditure - cash accounts
Analysis of business performance / results, with an emphasis on Finance.

Required Qualifications:

University / TEI degree in economics.
At least 5 years of experience in a similar role in Financial Management
Excellent knowledge of Ms Office programs (excel etc).
Good knowledge of accounting.
Administrative, communication and negotiation skills.
Organizational skills and problem solving ability",Mid-level,Full-time,"Peristeri, Greece",EL,,,,2024-09-09,kariera.gr,168874
,"['http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/31c7add0-0150-4029-bf33-47872c23fcf1', 'http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3', 'http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e']","['http://data.europa.eu/esco/occupation/0ededdc2-050a-4ec3-8e70-6295105fcd19', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/ccf0becd-247d-4497-9ee7-25a46c1ffb7a', 'http://data.europa.eu/esco/isco/C4412']","['Activities of call centres', 'Research and experimental development on social sciences and humanities', 'Retail sale of newspapers, and other periodical publications and stationery']",35,SECRETARIAL SUPPORT,"Our company is looking for an employee for secretarial support with duties:
- Organization of daily schedule
- Communication with customers
- Call center and mail management
- Management of office supplies (stationery, consumables, etc.)
- Invoicing and monitoring of financial outstandings
 
 Necessary qualifications:
- Organizational and communication skills
- Good knowledge of English
- Good computer skills
- Familiarity with Excel
 
Company benefits:
- Pleasant working environment
- Possibility of development
 
Candidates can submit their CV electronically to the following e-mail address: nsam@nextstep.net.gr",Mid-level,Full-time,"Piraeus, Greece",EL,,,,2024-09-09,kariera.gr,168872
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554']","['http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00']","['Educational support activities n.e.c.', 'Activities of call centres', 'Research and experimental development on social sciences and humanities', 'Retail sale of information and communication equipment']",37,Sales Consultant in a franchise store GERMANOS - Attica,"Are you interested in joining a dynamic team and working to provide a high level of customer service and promote technology products/services?
 
Do you have the following qualifications?

Good knowledge of PC and MS Office
Good command of the English language
Developed communication skills
Customer service orientation
Focus on achieving results based on goals
Team spirit
Ability to take initiative and solve problems
Completed military service (male applicants)
Possibility to work based on working days and hours in commercial stores
You are a high school graduate

 
Desired qualifications:
Knowledge of technology and telecommunications products
At least 1 year of experience in a similar position
Post-secondary or higher education degree
 
We offer: 

Bonus based on achievement of goals
Discount programs for telecommunications products 
Modern and pleasant working environment
Continuous training in sales and new technologies
Development prospects 

 
Start your career in the ""heart of technology""!",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168870
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/0b15375e-dfdd-4047-9efb-096e0aaee7d2', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/isco/C11']","['Non-specialised retail sale', 'Retail sale of food, beverages and tobacco', 'Retail sale of automotive fuel', 'Retail sale of information and communication equipment', 'Retail sale of other household equipment', 'Retail sale of cultural and recreational goods', 'Retail sale of other goods, except motor vehicles and motorcycles', 'Research and experimental development on social sciences and humanities']",38,E-Shop Assistant - PAIANIA,"The company Allforbabies.gr is looking for an e-shop/customer care employee at their offices in Peania. The duration of the contract is indefinite.
Main Duties:

Daily management of internet orders
Monitoring and coordination of orders in collaboration with the logistic center.
Customer service (phone, email, social media)
Data entry – new products (technical characteristics, photos)
Continuous updating of the site with current products and offers.

Qualifications:

College or university degree
Knowledge of MS Office
Communication and organizational skills, team spirit
Good use of English language

Will be appreciated:

Experience in e-commerce
Knowledge of Softone program",Mid-level,Full-time,"Paiania, Greece",EL,,,,2024-09-09,kariera.gr,168784
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554']","['http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00']","['Educational support activities n.e.c.', 'Activities of call centres', 'Research and experimental development on social sciences and humanities', 'Retail sale of information and communication equipment']",40,Sales Consultant at a GERMANOS franchise store - Thessaloniki,"Are you interested in joining a dynamic team and working to provide a high level of customer service and promote technology products/services?
 
Do you have the following qualifications?

Good knowledge of PC and MS Office
Good command of the English language
Developed communication skills
Customer service orientation
Focus on achieving results based on goals
Team spirit
Ability to take initiative and solve problems
Completed military service (male applicants)
Possibility to work based on working days and hours in commercial stores
You are a high school graduate

 
Desired qualifications:
Knowledge of technology and telecommunications products
At least 1 year of experience in a similar position
Post-secondary or higher education degree
 
We offer: 

Bonus based on achievement of goals
Discount programs for telecommunications products 
Modern and pleasant working environment
Continuous training in sales and new technologies
Development prospects 

 
Start your career in the ""heart of technology""!",Mid-level,Full-time,"Thessaloniki, Greece",EL,,,,2024-09-09,kariera.gr,168862
,['http://data.europa.eu/esco/skill/18a5e674-550e-4fdf-98e9-df4584e2869c'],"['http://data.europa.eu/esco/occupation/0959cd1d-f6c8-4362-939a-ad7d5f75d659', 'http://data.europa.eu/esco/isco/C4']",['Tertiary education'],44,OFFICE CLERK,"The company UNIMAC A.E. is looking to hire an office worker for its facilities at Ag.I. Rentis (N.Kazantzakis 5 & N.Vrettakou 3), a graduate of economics schools, for five-day work 08.00-16.00.
Job duties:
Pricing
Secretarial Support
Telephone exchange",Mid-level,Full-time,"Agios Ioannis Rentis, Greece",EL,,,,2024-09-09,kariera.gr,168861
,"['http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7', 'http://data.europa.eu/esco/skill/1ba59ce0-7fec-434b-8d5c-9b275250a26c', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/c6c1af60-9594-460c-a328-00f9ad292be0', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f642d7ed-e8d7-4355-a747-b85094d4e2e3', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']","['http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b', 'http://data.europa.eu/esco/isco/C334', 'http://data.europa.eu/esco/isco/C4110']",['Public relations and communication activities'],45,OFFICE CLERK - Front office,"BINSWANGER BINIARIS Commercial Real Estate Agency, with a 30-year presence in the field and exclusive representation of BINSWANGER US in Greece, is looking for a Front Office Clerk for its headquarters on Kifisias Avenue in Psychiko
 Position Responsibilities

Management of incoming and outgoing calls, messages and corporate correspondence
Prioritization and request management
Organizing meetings and updating calendars
Maintaining files and records with the corporate filing system
Preparing presentations
Adherence to workflow procedures and office policy

 Necessary qualifications

Ability to organize and properly manage time
Ability to function as a communication link between Management, employees, customers and external partners
Excellent knowledge & use of the Greek language, in written and spoken language
Very good knowledge of the English language and written communication skills
Excellent knowledge and use of Microsoft Office (especially Word, PowerPoint & Excel)
Discretion, confidentiality, erudition

Will be appreciated:

Previous experience in a similar position 
Familiarity with the Real Estate industry
TEI/HEI/Deree College Degree in Business Administration

 Provided:

Open-ended contract
Initial gross salary of €1,120 and productivity bonus
Modern, friendly and pleasant working environment
Training and coaching

The position involves 8 hours & 5 days work (Monday to & Friday / 11.00 - 19.00)",Mid-level,Full-time,"Neo Psychiko, Greece",EL,,,,2024-09-09,kariera.gr,168829
,"['http://data.europa.eu/esco/skill/03459358-3f0f-4b13-a143-890e2da798d3', 'http://data.europa.eu/esco/skill/bb99af26-71ff-4dca-bde7-1eb1f6194426', 'http://data.europa.eu/esco/skill/c330db31-7fa9-4a8c-8ad6-baa957bcfed1', 'http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081']",['http://data.europa.eu/esco/occupation/f0ca39a8-1e30-487c-95f9-ef2d5e734adc'],"['Computing infrastructure, data processing, hosting and other information service activities']",48,Computerization Executive/ ERP,"Main Responsibilities

ERP supervision, configuration and ensuring full functionality
Support and training of company users in ERP and Software matters
Facilitate issue resolution through ongoing collaboration with other company departments/workgroups
Ability to install and configure hardware equipment

Candidate Profile

AEI/TEI/IEK degree with specialization in Informatics
Special familiarity with MS Office 365, SAP/R3 applications
Very good knowledge of the English language
Working knowledge of Azure Server, Windows OS
Good technical knowledge of PC installation
Strong communication skills and excellent collaboration ability
Driver's license
Completed military obligations

Amenities:

Competitive salary package depending on qualifications
Possibility of continuous training
Full and stable employment
Development prospects
Modern, pleasant and dynamic work environment

Send resumes to the following emails: m.poulas@fashionbox.gr & adv.dept@fashionbox.gr



Type of Work: Full time",Mid-level,Full-time,"Nea Ionia, Greece",EL,,,,2024-09-09,kariera.gr,168809
