id,title,description,experience_level,type,location,location_code,upload_date,source,source_id,organization,skills,occupations
1261,"PM Warehouse Sorter, Reloader Part Time","We’re looking for people who work in our warehouse at KOROPI from 17.30 to 21.30 pm from Monday to Friday.Do you want to be part of our team?Your general activities will include:–       Unload and handle packages (check, scan, sort, load and mainly care our packages ) in a busywarehouse environment–       Work safely and accurately at speed, following instructions



Are you the person we are looking for?

Located in Greece at least 5 years
Knowledge of English & or Greek
Initiative, an eye for detail and the ability to meet tight deadlines
A flexible, friendly approach with a team spirit and can-do attitude
The ability to accurately follow instructions of our sorting & handling methods
Speed and accuracy

YOUR BENEFITSWhat’s in it for you? The professional challenges, a friendly team, as well as a working environment that puts your safety first. But what else makes this role such a great opportunity?–       Total Net Monthly Salary & Voucher Bonus for 4 hours /day ( Monday - Friday)–       Opportunity to work extra hours with extra payment–       Work from Monday to Friday and have free weekends–       Full paid training to help you perform at your best–       Private Life and Health insurance–       Opportunities to progress – thanks to our ‘promotion from within policy’YOUR TEAMIn our Warehouse team, we deliver all kinds of things to all kinds of places at UPS. Whatever it is, wherever it’s going, we handle it with the care for which we’re known and trusted all over the world for.UPS is committed to a policy of treating individuals fairly and recruiting, selecting, training, promoting, and compensating based on merit, experience and other work-related criteria. We do not discriminate against any applicant based on age, race, religion, sex, disability, sexual orientation, or gender identity.Employee Type:PermanentUPS is committed to providing a workplace free of discrimination, harassment, and retaliation.",Mid-level,Part-time,"Kropia, Greece",EL,2024-09-04,kariera.gr,167515,,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f68cd42c-1d67-4ca7-9b37-8f024763823d']",[]
1269,AM Warehouse Loader/Sorter Part Time,"Explore your next opportunity at a Fortune Global 500 organization. Envision innovative possibilities, experience our rewarding culture, and work with talented teams that help you become better every day. We know what it takes to lead UPS into tomorrow—people with a unique combination of skill + passion. If you have the qualities and drive to lead yourself or teams, there are roles ready to cultivate your skills and take you to the next leve.
We’re looking for people who work in our warehouse at KOROPI  from 06.00am to 11.00 am from Monday to Friday.Do you want to be part of our team?Your general activities will include:–       Unload and handle packages (check, scan, sort,un load and mainly care our packages ) in a busywarehouse environment–       Work safely and accurately at speed, following instructions
Are you the person we are looking for?●     Initiative, an eye for detail and the ability to meet tight deadlines●     A flexible, friendly approach with a team spirit and can-do attitude●     The ability to accurately follow instructions of our sorting & handling methods●     Speed and accuracy●     Basic knowledge of English & or Greek
YOUR BENEFITSWhat’s in it for you? The professional challenges, a friendly team, as well as a working environment that puts your safety first. But what else makes this role such a great opportunity?–       Total Net Monthly Salary & Voucher Bonus for 5 hours /day ( Monday - Friday–       Transportation from the center of Athens in the morning with a company busOpportunity to work extra hours with extra payment–       Work from Monday to Friday and have free weekends–       Full paid training to help you perform at your best–       Private Life and Health insurance–       Opportunities to progress – thanks to our ‘promotion from within policy’YOUR TEAMIn our Warehouse team, we deliver all kinds of things to all kinds of places at UPS. Whatever it is, wherever it’s going, we handle it with the care for which we’re known and trusted all over the world for.UPS is committed to a policy of treating individuals fairly and recruiting, selecting, training, promoting, and compensating based on merit, experience and other work-related criteria. We do not discriminate against any applicant based on age, race, religion, sex, disability, sexual orientation, or gender identity.Employee Type:Permanent",Mid-level,Part-time,"Kropia, Greece",EL,2024-09-04,kariera.gr,167513,,"['http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f68cd42c-1d67-4ca7-9b37-8f024763823d']",['http://data.europa.eu/esco/isco/C9333']
1270,Mobile/IoT Engineer,"Applications and R&D Department, Place of employment: Thessaloniki
Brief job description: Design, develop and improve applications for mobile and IoT Devices (Android, iOS, Raspberry).
Duties:

Architecture, development and delivery of high-quality applications for mobile and IoT devices using .NET MAUI and other modern platforms
Ensure application performance across devices and operating system versions
Collaborate with cross-departmental teams to integrate back-end systems and APIs

 
Required Qualifications:

University Degree (from a Greek or foreign Institution), majoring in Informatics
Proven professional experience in mobile application development, ideally with Xamarin Forms and/or .NET MAUI
Thorough understanding of mobile UI/UX principles and design
Knowledge of C# and HTML5/CSS3
Knowledge of .NET 5, .NET Framework, Relational Databases, ORMs and design/architectural patterns (eg Model-View-Controller (MVC))
Familiarity with React, and Kubernetes
Experience in Mobile / IoT Technology frameworks
Excellent knowledge and command of the English language (written and spoken)

Desired Qualifications:

Master's degree
Familiarity with Azure
Knowledge of CI/CD systems and DevOps practices
Mobile Development on iOS / Android and on corresponding platforms (eg Xcode, React Natvie, Kotlin, Flutter, etc.)

Personal characteristics:

Excellent communication skills
Ability to make decisions
Methodology and consistency
Teamwork and cooperation
Developed customer service ability

The company offers:

Excellent working environment
Development prospects
Continuous education
Group insurance plan",Senior,Full-time,"Athens, Greece",EL,2024-09-04,kariera.gr,167511,,"['http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c', 'http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/43ae58b9-5e56-4524-b45a-b422777a0576', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/ce26e71f-2d47-474e-89b6-7920931ac4fc', 'http://data.europa.eu/esco/skill/ed3f3dba-3a35-4ed5-b113-67f4d10ef4c8', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4', 'http://data.europa.eu/esco/skill/f9a6f35b-01a7-40c9-8b61-b6ee46f97272']","['http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c', 'http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b']"
1294,Net Full Stack Developer,"We are looking for a candidate to strengthen the software development and maintenance department of our company.
The main responsibilities are the following:

Web Application Development using ASP .NET Core MVC / Razor Pages and Web API
Integration of new technologies, interface with third-party systems, as well as maintenance - improvement of existing applications
Design, develop and maintain reusable C#, JavaScript, HTML and CSS code
Ensuring the best possible quality and usability of the company's applications

 
Necessary qualifications

Full-stack development skills
Experience as a .NET Web Developer (C# / Asp.Net)
Knowledge of SQL (Microsoft SQL Server)
Knowledge of HTML/CSS/JavaScript
Knowledge of Frontend JavaScript Frameworks
Fluency in Greek and English

 
Desired qualifications

Experience using DevExpress library
Knowledge of Git software",Senior,Full-time,"Athens, Greece",EL,2024-09-04,kariera.gr,167480,,"['http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26', 'http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50', 'http://data.europa.eu/esco/skill/8d4271ca-c9fd-40b3-875f-15f78332a49e', 'http://data.europa.eu/esco/skill/c062bab3-3ea0-4291-9220-a2d8fef4bead', 'http://data.europa.eu/esco/skill/c4b626c1-e71c-44ec-9f88-042766f37fcc', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7']","['http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d', 'http://data.europa.eu/esco/isco/C13']"
1370,Sales Representative Advisor - TELECOMMUNICATION €750,"The company iCall, as an official commercial partner of Vodafone, has been active in the field of telecommunications for the last 13 years, in Athens and Thessaloniki, with great success and important collaborations with multinational companies that stand out in the field of communication and technology.
There is a place in our team for you too!
The responsibility of the Sales Representative Advisor is to communicate with new customers in order to promote - sell mobile and fixed telephony services, as well as the development of the company's clientele.
You are the ideal candidate if you have:

Fluency in communication and oral language
Ease of using a PC
Negotiation skills
Team spirit
Courtesy, professionalism
Very good use of the Greek language
Previous experience in a similar position will be appreciated

We are ideal for you because we offer:

Fixed salary of 750 EURO net earnings
Privileged private insurance plan
Initial training with pay from day 1
Monthly productivity BONUS
Fixed working hours five days 8 hours/6 hours (no shifts)
Reliability and consistency in payments
Open-ended contract from day 1
Refer a friend program with EXTRA bonus
Official discounts on mobile and fixed telephony
Pleasant working environment in modern and modern facilities
Corporate responsibility events and actions
Development prospects in a dynamically developing organization",Entry / Junior,Full-time / Part-time,"Kalamata, Greece",EL,2024-09-04,kariera.gr,167407,,"['http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/ef069fe6-305b-4452-8f7d-0c572e98effc']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/isco/C3322']"
1395,In Room Dining Manager,"Mandarin Oriental Hotel GroupMandarin Oriental Hotel Group is the award-winning owner and operator of some of the most luxurious hotels, resorts and residences located in prime destinations around the world.Increasingly recognized for creating some of the world’s most sought-after properties, the Group provides 21st century luxury with oriental charm. Above all, Mandarin Oriental is renowned for creating unique hotels through distinctive design and a strong sense of place, luxury hotels right for their time and place.
Mandarin Oriental, Costa Navarino
Located on the southwest coast of the Peloponnese, one of the most unspoiled and breath-taking landscapes in the Mediterranean, and 45 minutes’ drive from Kalamata International Airport.
The beachfront resort is part of the sustainable resort destination of Costa Navarino, a well-established tourism destination which includes 3 other resorts. It comprises of 99 suites and villas, all with outdoor terraces and sea views, along with seven restaurants and bars.
Scope of Position:
The In Room Dining Manager oversees the operational and financial aspects of the In Room Dining operation. He/she ensures the implementation and consistency of the company standards and supports the F&B Director in driving forward the F&B ambitions of the property.
Duties & Responsibilities:

Takes responsibility for the business and qualitative performance of the outlet
Actively supports the hotel’s team culture, and helps to achieve the hotel’s vision, goals and values
Handles day to day management activities
Establishes shift pattern organization
Plans and coordinates menus with the chef
Ensures that the team has good knowledge of food and beverage and that they act in accordance with MO standards
Ensures all equipment is in good condition and correct training for its use is arranged
Ensures that all daily meetings are arranged and conducted and that time and attendance sheets and holiday planners are accurately maintained and distributed to F&B Director
Carries out other duties when requested by management
Ensures that the outlet operates efficiently and profitably, while maintaining standards in terms of food, service, health & safety and reputation
Analyses and plans outlet sales levels and profitability
Prepares reports at the end of the shift/week, including colleague control, cost of sales control and sales
Creates and executes plans for department sales, profit and staff development
Sets budgets and/or agreeing them with senior management
Supervises F&B service by directing and guiding colleagues, providing them with feedback
Ensures that guests preferences are remembered by colleagues and that guests’ satisfaction is met by every member of staff
Ensures greeting and taking orders by staff are all done to MO standards
Develops outlet up-selling strategy and communicates it to all relevant staff
Ensures food and beverages are presented to guests according to the standards of the outlet
Develops a strategy for handling special requests and VIPs
Deals with guest complaints in a timely manner and updates the F&B Director where appropriate

Qualifications / Experience:

EU passport is mandatory in order to work in Greece
Degree or Higher National Diploma in Hospitality/Hotel/Business Management is preferred.
Minimum of 3 years experience in a similar position, preferable in luxury hotel/restaurant environment
Opening experience preferred.
Local and international food and beverage awareness.
Excellent communication skills, both written and spoken, in English and Greek.
Advanced knowledge of Microsoft Office Suite; Outlook, Word, Excel and PowerPoint.

Behavioral skills / attributes:

Service oriented with an eye for details.
Flexibility - Adaptability
Strategic agility and ability to make quality decisions
Solid organizational skills to motivate and grow talents
Effective managerial and communications skills.
Emotionally intelligent – especially across different cultural groups, high-net worth and / influential guests, nationalities and stakeholder interests.
Highly self-motivated, professional, and capable of managing their workload and prioritizing tasks.
Well presented and professionally groomed at all times.

Benefits:
We offer exciting benefits including and not limited to :

Accommodation provided
Medical Plan Insurance
Free meals at Colleagues' Dining
Free laundry of those wearing uniform
Colleague recognition program
Learning & Development Program
Task force Opportunities across the Group of Mandarin Oriental
Colleague Social events and Wellness programs
Various discounts provided within the Resort and in the nearby areaMORate: Experience any Mandarin Oriental Hotel Group in the world at a special rateMOComp: Complimentary room nights and a selection of additional benefits and discounts through our new MOcomp benefits program",Senior,Seasonal,"Pylos, Greece",EL,2024-09-03,kariera.gr,167367,,"['http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075', 'http://data.europa.eu/esco/skill/28d715e3-3e5b-4fb6-8dd2-4be4919c8587', 'http://data.europa.eu/esco/skill/365a6de0-49a4-44d5-ac01-ebf1c626fb22', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4', 'http://data.europa.eu/esco/skill/56c59e98-f133-48ad-9d01-f357a8e2c218', 'http://data.europa.eu/esco/skill/714eebcb-569a-4f1b-b592-28f70b59a9ba', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/9def3846-239c-4bcc-a84d-185d33d8f4db', 'http://data.europa.eu/esco/skill/ae62a626-040b-4cea-8853-8fd7e269e1d1', 'http://data.europa.eu/esco/skill/db9050db-ae5d-4be8-8114-c26f272c3bda', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f0a84d52-91fd-45ec-9fe9-e363d9318b9e', 'http://data.europa.eu/esco/skill/f206e732-110c-47ce-a53f-f00c9d97c90d', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab', 'http://data.europa.eu/esco/isco/C112', 'http://data.europa.eu/esco/isco/C141', 'http://data.europa.eu/esco/isco/C1412']"
1532,.NET Developer,"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionEver wondered what it feels like to be a .NET Developer in Netcompany-Intrasoft? As a .NET developer, you will be a part of a vibrant team, who will be a part of Agile, Software Product Development Teams with IT professionals at all levels of experience to deliver state-of-the-art solutions for the Telco, Banking, and Betting industries. You will be building web applications in microservices fashion used by millions of people worldwide. Your everyday life will mainly consist of working for one of the most important phases of the software development lifecycle.As a .NET Developer you will:Collaborate with team members to understand requirements and propose solutionsDevelop and maintain code, application libraries and produce technical documentationParticipate in Scrum meetings, provide technical assessments, perform peer code reviews and produce time estimates for development tasksQualificationsWhat would make you a fit for the role:Degree in Computer Science or other relevant disciplinesSolid experience in .NET framework (C#)Familiarity with JavaScriptExcellent command of the English language (written and verbal)Excellent interpersonal and team-building skillsAn analytical mind with problem-solving abilitiesThe ability to work independently and also as part of a teamIt would also be a plus if you match some of the following:Experience with .NET CoreExperience with SPA Frameworks (Angular, React)Experience with CMS Platforms (Kentico)Additional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance program Meal and commuting allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!By joining Netcompany-Intrasoft Athens, you will be part of a vivid team of 2000+ tech enthusiasts. When at the office you will have the chance to work at our brand-new, state-of-the-art, sustainable offices, located in 3 different spots in Athens!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://bit.ly/3SSbBzU  #BePartOfSomethingGreat!*Please submit your CV in EnglishAll applications will be treated as strictly confidential.",,Full-time,"Athens, Greece",EL,2024-09-03,kariera.gr,150216,,"['http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a', 'http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']","['http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/6fefa90d-9a71-49c6-be92-52397e9795e6', 'http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/isco/C7543']"
1533,.NET Developer,"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionEver wondered what it feels like to be a .NET Developer in Netcompany-Intrasoft? As a .NET developer, you will be a part of a vibrant team, who will be a part of Agile, Software Product Development Teams with IT professionals at all levels of experience to deliver state-of-the-art solutions for the Telco, Banking, and Betting industries. You will be building web applications in microservices fashion used by millions of people worldwide. Your everyday life will mainly consist of working for one of the most important phases of the software development lifecycle.As a .NET Developer you will:Collaborate with team members to understand requirements and propose solutionsDevelop and maintain code, application libraries and produce technical documentationParticipate in Scrum meetings, provide technical assessments, perform peer code reviews and produce time estimates for development tasksQualificationsWhat would make you a fit for the role:Degree in Computer Science or other relevant disciplinesSolid experience in .NET framework (C#)Familiarity with JavaScriptExcellent command of the English language (written and verbal)Excellent interpersonal and team-building skillsAn analytical mind with problem-solving abilitiesThe ability to work independently and also as part of a teamIt would also be a plus if you match some of the following:Experience with .NET CoreExperience with SPA Frameworks (Angular, React)Experience with CMS Platforms (Kentico)Additional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance program Meal allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!""Join Netcompany-Intrasoft Patras' branch, and be part of our 150+ tech enthusiasts team!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://bit.ly/3SSbBzU  #BePartOfSomethingGreat!*Please submit your CV in EnglishAll applications will be treated as strictly confidential.",,Full-time,"Patra, Greece",EL,2024-09-03,kariera.gr,150215,,"['http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a', 'http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']","['http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/6fefa90d-9a71-49c6-be92-52397e9795e6', 'http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/isco/C7543']"
1534,.NET Developer,"Company DescriptionWe are Netcompany-Intrasoft, a member of Netcompany Group A/S, and a leading European IT Solutions and Services company with strong international presence and expertise, dedicated to responsible digitalisation. We offer innovative and added-value solutions of the highest quality to a wide range of public and private organizations, while being a key-player in the EU Institutions for the past 30 years. We hold an outstanding record of 500+ organizations in 70+ countries, that have chosen our solutions and services, to fulfil their business needs. Our team of 3500+ professionals is our driving force and our most valuable asset.Job DescriptionEver wondered what it feels like to be a .NET Developer in Netcompany-Intrasoft? As a .NET developer, you will be a part of a vibrant team, who will be a part of Agile, Software Product Development Teams with IT professionals at all levels of experience to deliver state-of-the-art solutions for the Telco, Banking, and Betting industries. You will be building web applications in microservices fashion used by millions of people worldwide. Your everyday life will mainly consist of working for one of the most important phases of the software development lifecycle.As a .NET Developer you will:Collaborate with team members to understand requirements and propose solutionsDevelop and maintain code, application libraries and produce technical documentationParticipate in Scrum meetings, provide technical assessments, perform peer code reviews and produce time estimates for development tasksQualificationsWhat would make you a fit for the role:Degree in Computer Science or other relevant disciplinesSolid experience in .NET framework (C#)Familiarity with JavaScriptExcellent command of the English language (written and verbal)Excellent interpersonal and team-building skillsAn analytical mind with problem-solving abilitiesThe ability to work independently and also as part of a teamIt would also be a plus if you match some of the following:Experience with .NET CoreExperience with SPA Frameworks (Angular, React)Experience with CMS Platforms (Kentico)Additional InformationBeing a part of the Netcompany-Ιntrasoft team, you will be provided with: The opportunity to work in a modern environment & in a hybrid working modelA seamless onboarding experience and a buddy to support you on your first stepsA competitive compensation & benefits packageHealth and life insurance program Meal and commuting allowanceWell-being activities (on premises)Continuous learning opportunities using the most modern methods (unlimited access to Udemy for Business, ad-hoc trainings)A personalized development plan for targeted career growthIf you are looking forward to be part of a diverse environment, and have the opportunity to work alongside well-experienced professionals, on challenging, large-scale projects that directly impact millions of citizens around the globe, then this is the place to be!Join Netcompany-Intrasoft Thessaloniki's branch, and be part of our 250+ tech enthusiasts team!Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://bit.ly/3SSbBzU  #BePartOfSomethingGreat!*Please submit your CV in EnglishAll applications will be treated as strictly confidential.",,Full-time,"Thessaloniki, Greece",EL,2024-09-03,kariera.gr,150214,,"['http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a', 'http://data.europa.eu/esco/skill/3c209873-c757-47bb-91b5-9b6dc05df116', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/484df271-bb52-49f1-8f50-f19624bf4df2', 'http://data.europa.eu/esco/skill/8f6ed69b-29d0-4c01-81ba-f05920a185f3', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363']","['http://data.europa.eu/esco/occupation/24135b84-cbdd-4d42-9ed2-02fd982d15b2', 'http://data.europa.eu/esco/occupation/6fefa90d-9a71-49c6-be92-52397e9795e6', 'http://data.europa.eu/esco/occupation/719f101d-1866-49d3-8d5c-2256f606a8b9', 'http://data.europa.eu/esco/isco/C7543']"
1591,Office worker,"Position Description: 



Secretarial support
Liaising with property owners, tenants, brokers, etc., record keeping, drafting client information documents


Candidate Profile:


Female, Excellent computer skills (Internet, Microsoft office
Excellent knowledge of the English language (written - oral language)
Excellent communication and organizational skills


Offered:


Net earnings 880 euros
Pleasant working environment, opening hours 08:00 - 16:00 daily, from Monday to Friday",Mid-level,Full-time,"Nea Smyrni, Greece",EL,2024-09-03,kariera.gr,167157,,"['http://data.europa.eu/esco/skill/79c2a4b6-1323-4a4e-b1e6-bcdfe075fcfd', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/fe6a2b76-95f5-48b0-b120-a77d7d66794a']",['http://data.europa.eu/esco/occupation/c0463fbe-7914-48ac-84ec-abaee1a7f292']
1603,SELLER-CASHIER IN GLYFADA,"SELLER-CASHIER IN A MINI MARKET IN GLYFADA FOR FULL EMPLOYMENT.  FRIDAY WORK. EARN 1,000 EUROS NET.",No experience / No degree,Full-time,"Glyfada, Greece",EL,2024-09-03,kariera.gr,167150,,[],[]
1620,Telecommunication Service Consultants (Southern Suburbs),"Do you consider communication to be one of your strengths? 💬
Do you want to work in fixed morning hours? 📅
Do you imagine your development within a large group? 📈

ManpowerGroup Greece, a leading force in the field of human resources, is looking for Telecommunication Services Consultants for dynamically growing companies in the telecommunications and energy sectors.
⏰ Working mode: Possibility of part-time and full-time work (6 hours/8 hours), with fixed or flexible hours within 9:00-22:30, Monday - Friday
📚 Training: Paid, in fixed morning hours (09:00-17:00)
🎯 Contract Duration: 1 month contract, with the possibility of extension
📌 Location: Alimos (easy access by MMM)
Job Description: 

Management of outgoing and incoming calls in order to promote the company's products and services
Communication with new and existing customers
Investigation of needs and proposal of solutions
Maintaining high levels of customer satisfaction
Customer service

Candidate Profile: 

Experience in a call center position will be considered an added advantage
Developed sales skills and strong communication skills
Ability to effectively manage time and organize work
Familiarity with using a PC
Good knowledge of English language

Remuneration Package: 
✔️Competitive salary package, €800 net (regardless of sales)
💰 Monthly Bonus
📖Continuous and detailed training
📖 Modern and friendly working environment
The assessment stages include:

If this role interests you, please do not hesitate to apply directly. Our consultants will contact candidates who meet the above requirements to schedule an interview
As for the next steps, there will be 1 more interview with the company/customer for life",No experience / No degree,Full-time / Part-time,"Athens, Greece",EL,2024-09-03,kariera.gr,167128,,"['http://data.europa.eu/esco/skill/31b67516-af16-4b97-8430-a8a8e0f84190', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/c5d36eef-df20-47a8-a332-5b4358fa83e3', 'http://data.europa.eu/esco/isco/C3322']"
1659,MANAGER OF PRODUCTION,"MILIORA FARM SA, which operates a modern sheep breeding unit of 2700 milking animals in Kagadi, Achaia,
He asks
MANAGER OF PRODUCTION
Required qualifications: degree from animal production schools preferred. Good computer knowledge.
Any previous experience with animals and knowledge of English would be appreciated.
Company benefits: First salary 1500 euros net. Full insurance.
Information: 6970646464
Send resumes: info@miliorafarm.gr",Entry / Junior,Full-time,"Larissos, Greece",EL,2024-09-03,kariera.gr,166734,,"['http://data.europa.eu/esco/skill/435d1751-8667-41ec-8b32-865b7cd3c684', 'http://data.europa.eu/esco/skill/4bd422bb-6ea3-4161-a908-53c0f5a1bb00']","['http://data.europa.eu/esco/occupation/1b5ccfe7-1cc3-4f02-974c-f852d3faf57e', 'http://data.europa.eu/esco/occupation/7daa8fed-9a78-4fe2-afc2-153fc423040b', 'http://data.europa.eu/esco/occupation/eb9479c6-5fdf-4f45-ace4-28b547b8c7e5']"
