organization,skills,occupations,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9', 'http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/6f9ac146-8bbd-4b9d-9514-d85586caf17a', 'http://data.europa.eu/esco/skill/c09c5786-a479-46de-b0aa-d5d2d8ccc123', 'http://data.europa.eu/esco/skill/ed1fbdc3-1071-423c-9bb4-e3288ca6d1fe', 'http://data.europa.eu/esco/skill/fe1ec582-d63b-466c-9149-e7fc4fe93e22']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/725090a7-9943-4dae-8079-a6999d21ddba', 'http://data.europa.eu/esco/isco/C251']",36,Customer Service and Sales Support Manager - CSR,"Polysystems I.K.E. is an import and distribution company of chemical raw materials and adhesive materials. With stable collaborations with large foreign houses, for more than 30 years it has available on the Greek market, polyurethane systems, equipment and auxiliary materials, which address a wide range of Greek industry.
 
Role Description

Manage customer and supplier orders.


Import circuit monitoring.
Communication with internal and external suppliers.
Daily communication with the individual departments of the Company for the smooth. processing the tasks.
Seller support.

 
Candidate profile

Experience of at least three years in a similar position.
Higher education degree preferred.


Very good computer skills (Windows, Outlook, Word, Excel, PowerPoint, Internet)
Excellent knowledge of the English language at a written and oral level.
 Diligence, developed cooperation and communication skills.
Responsibility, quality service philosophy and initiative.
Organizational skills, methodical and ability to handle many tasks simultaneously
Ability to work under pressure, adaptability and flexibility
Completed military service (for male applicants)
Experience in using an ERP system will be an added advantage
car owner will be considered an additional qualification

Amenities:

Five days full time
Fixed monthly income
Development prospects",Mid-level,Full-time,"Metamorfosi, Greece",EL,,,,2024-09-09,kariera.gr,168863
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554']","['http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00']",37,Sales Consultant in a franchise store GERMANOS - Attica,"Are you interested in joining a dynamic team and working to provide a high level of customer service and promote technology products/services?
 
Do you have the following qualifications?

Good knowledge of PC and MS Office
Good command of the English language
Developed communication skills
Customer service orientation
Focus on achieving results based on goals
Team spirit
Ability to take initiative and solve problems
Completed military service (male applicants)
Possibility to work based on working days and hours in commercial stores
You are a high school graduate

 
Desired qualifications:
Knowledge of technology and telecommunications products
At least 1 year of experience in a similar position
Post-secondary or higher education degree
 
We offer: 

Bonus based on achievement of goals
Discount programs for telecommunications products 
Modern and pleasant working environment
Continuous training in sales and new technologies
Development prospects 

 
Start your career in the ""heart of technology""!",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168870
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/42cb7669-c371-4903-9c0b-13db67b2e4bb', 'http://data.europa.eu/esco/skill/60b44dab-03f1-46de-be08-0e5ba8662b3d', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868', 'http://data.europa.eu/esco/skill/f5122357-c3f7-4f3e-b0cc-25173199d554']","['http://data.europa.eu/esco/occupation/01649ae9-22ee-4dba-83a8-3a2c51fbbe95', 'http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/f4b4fb1d-0224-4e6b-b7c9-84bcf133be00']",40,Sales Consultant at a GERMANOS franchise store - Thessaloniki,"Are you interested in joining a dynamic team and working to provide a high level of customer service and promote technology products/services?
 
Do you have the following qualifications?

Good knowledge of PC and MS Office
Good command of the English language
Developed communication skills
Customer service orientation
Focus on achieving results based on goals
Team spirit
Ability to take initiative and solve problems
Completed military service (male applicants)
Possibility to work based on working days and hours in commercial stores
You are a high school graduate

 
Desired qualifications:
Knowledge of technology and telecommunications products
At least 1 year of experience in a similar position
Post-secondary or higher education degree
 
We offer: 

Bonus based on achievement of goals
Discount programs for telecommunications products 
Modern and pleasant working environment
Continuous training in sales and new technologies
Development prospects 

 
Start your career in the ""heart of technology""!",Mid-level,Full-time,"Thessaloniki, Greece",EL,,,,2024-09-09,kariera.gr,168862
,"['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265', 'http://data.europa.eu/esco/skill/2239694b-771a-4586-8b54-2794e361a9ae', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/6f8baa62-bc2b-4cc1-942b-f540c837cfa2', 'http://data.europa.eu/esco/skill/7935deb6-0bed-4e38-985e-1f83b8e16940', 'http://data.europa.eu/esco/skill/be20d05c-f6b4-4580-9fcf-f00f4baab562', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/de7b8c6c-9ed4-4776-924c-4265dd1d9cde', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868']","['http://data.europa.eu/esco/occupation/6a29d804-f775-446c-bec7-35fc4e28ac97', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/a7594892-ff23-4e2a-aedf-2f967ebca15c', 'http://data.europa.eu/esco/occupation/c956be07-53a3-4b01-b8f8-f0c5a428eaa8', 'http://data.europa.eu/esco/isco/C2424', 'http://data.europa.eu/esco/isco/C522']",43,Junior Field Sales Representative,"Mellon Technologies, the parent company of Mellon Group of Companies, was founded in 1994 in Athens. Our offering consists of specialized technology solutions, contact centre and business process outsourcing services.
Mellon Technologies is seeking motivated and energetic Junior Field Sales Representatives to join our team.The primary responsibility of this role is to visit door-to-door retail merchants to promote payment acceptance solutions and services related to EFTPOS (Electronic Funds Transfer at Point Of Sale). This is an exciting opportunity to join a dynamic team and grow with a leading company in the financial services industry.
Key Responsibilities:

Conduct door-to-door sales visits to retail merchants within assigned territories
Promote and sell EFTPOS solutions to potential customers
Demonstrate product features and benefits to prospective clients
Build and maintain strong relationships with retail merchants
Achieve sales targets and KPIs set by the management
Provide excellent customer service and support to clients
Collect and report market feedback and sales data to the management team
Attend training sessions and sales meetings as required

Requirements:

High school diploma or equivalent; a bachelor’s degree in business, marketing, or a related field is a plus
Previous experience in sales, especially field sales or door-to-door sales, is preferred
Excellent communication and interpersonal skills
Strong negotiation and persuasion abilities
Self-motivated with a results-driven approach
Ability to work independently and as part of a team
Valid driver’s license

Benefits:

Competitive salary and commission structure
Multicultural and excellent working environment
Opportunities for career advancement",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168866
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/2a778aeb-f246-4f03-9a96-c60183001037', 'http://data.europa.eu/esco/skill/35f1dcdc-577f-46c6-96d9-6c7a64501de9', 'http://data.europa.eu/esco/skill/450de541-797a-4da0-9fe4-a81471c8047d', 'http://data.europa.eu/esco/skill/49de9958-2aa4-4eef-a89d-fe5d5bcd28c4', 'http://data.europa.eu/esco/skill/56c59e98-f133-48ad-9d01-f357a8e2c218', 'http://data.europa.eu/esco/skill/62381a22-cc11-434a-b140-fb706d2ff2fa', 'http://data.europa.eu/esco/skill/63f224ea-d889-42ea-b3ef-730ef78c7176', 'http://data.europa.eu/esco/skill/6d97bf55-6fb6-4795-8282-3ef915ae0bb8', 'http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761', 'http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458']","['http://data.europa.eu/esco/occupation/58db3ac6-5217-4d46-8a4c-126598be1d13', 'http://data.europa.eu/esco/occupation/5d0cc30d-068a-424c-8463-f42872a7149e', 'http://data.europa.eu/esco/occupation/650c4c7b-8cd8-4671-a38e-6e37e45e0c8e', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/7a523273-9fff-4f11-beb6-110eeaec1436', 'http://data.europa.eu/esco/isco/C1321', 'http://data.europa.eu/esco/isco/C2', 'http://data.europa.eu/esco/isco/C2433', 'http://data.europa.eu/esco/isco/C811']",46,Sales Engineer,"SABO FILIERE S.A. is a Greek exportation company that was founded in 1997 and is a member of SABO GROUP, located in Vassiliko of Evia in Greece and exports in more than 20 countries. The company specializes in the production of extrusion dies for Heavy Clay Industry, augers, and spare parts for soil treatment machines. Having a fully equipped and contemporary Machine Shop, it provides personalized machine services in a wide range of applications. In addition, having implemented targeted investments, it is constantly expanding its scope of applications, providing specialized construction and retreading services to Heavy Industry units, such as Cement Industry, Power Generation Industries, Mining & Mineral Processing Industries, Waste Recycling Units. Finally, it provides after sales services around the world, with on-site repair – retreading of augers and related components at customers’ facilities, with fully specialized staff and equipment.
Our successful operation is based on the technical know-how, innovative mindset and collaboration spirit of our team who is committed to making a global impact. This highly motivated team needs to be strengthened by a Sales Engineer who will oversee the successful elaboration of our projects worldwide.
 Responsibilities:

Visit customers to update market information
Handle technical sales deals and negotiations
Present and promote products to the existing and potential customers
Contribute to the development and performance of sales activities to expand the customer base and attain sales goals and profitability
Proceed to the assessment of the market competition
Monitor and optimize the inventory and product availability by reviewing and adjusting inventory levels and production plans
Maintain and develop professional and technical knowledge by attending workshops, reviewing professional publications, establishing personal networks, participating in industry sector events etc.

Requirements:

Bachelor’s degree in Mechanical Engineering
At least 2 years of experience in B2B sales in an industrial environment
Excellent knowledge of English language (written and spoken)
Knowledge of Spanish language will be a plus
Good Knowledge of analytical, communication and presentation skills
Experience working in a matrix and multicultural organization
Availability to travel (40-50% of the total working time)
Flexibility – Adaptability

 Benefits:

Competitive salary
Private Health & Medical Insurance
Opportunities for training and career development
A workplace with a strong focus on respect and work-life balance

 
With DEI in mind!!!
Diversity, equity, and inclusion are a priority for us! SABO ensures a safe and balanced working environment, based on respect by providing an equal number of opportunities to every employee who meets the necessary requirements.
 

Here @SABO, we care for your privacy. The security of your data is one of our greatest concerns. All information is strictly confidential and in accordance with GDPR rules.

 
 
Meet our hiring team…and APPLY NOW!!!!",Mid-level,Full-time,"Lilantioi, Greece",EL,,,,2024-09-09,kariera.gr,168854
,"['http://data.europa.eu/esco/skill/001115fb-569f-4ee6-8381-c6807ef2527f', 'http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042', 'http://data.europa.eu/esco/skill/6e66fa0f-4d3b-415e-9693-dc556eb5112a']","['http://data.europa.eu/esco/occupation/3a4c4e33-ee34-4abe-ba5c-26f9037d292f', 'http://data.europa.eu/esco/occupation/a14e96a7-6c4d-4d69-8c6f-7ccadf77bac5', 'http://data.europa.eu/esco/isco/C3322']",53,"Full Time Salespeople, Stavroupoli","Are you excited about sales? Do you and your team want to provide the best and highest quality service to JYSK customers? Do you like a fast-paced environment with lots of changes? Then you might be the salesperson we are looking for WHAT WE OFFER You will have the opportunity to become a member of a multinational company that wants to be the first choice of candidates. Your development is very important to us and we will support you in order to achieve it. Also, as a JYSK ambassador, you will have: • Opportunities for personal growth and responsibility • Internal competitions between stores with attractive prizes • A beautiful working environment and fun activities, such as the company's annual party • A competitive bonus that rewards outstanding sales results • Flexible shift work schedule • 20% discount on JYSK products • Basic gross salary starting from €1048• Competitive bonus package that can reach €2500 per year• Prepaid meal card• Participation in JYSK's excellent training programs• Possibility of participation in the ""Managers in Training"" and ""Regional Managers in Training"" programs WHAT WILL YOUR DAILY LIFE BE LIKE IN THE STORE• You are responsible for the store's sales: always with a smile you offer our customers excellent service• You make sure that the store has an excellent commercial image, it is full, tidy and clean• You help to receive and arrange the products, both in the warehouse and in the store and manual work does not scare you• You will have the opportunity to take over an area of ​​your own in the store. Meet one of our salespeople and learn more about working in our stores here. WHAT TO DO YOU ARE • You are outgoing, you like to take initiative and provide the best shopping experience to our customers • You are enthusiastic and like to talk to customers • You are a team player and a good colleague - you like to go the extra mile with your team in order to achieve excellent results• You like fast pace and are flexible, both in terms of the responsibilities you undertake and the schedule THINK THIS IS YOUR CHANCE? Apply today! A few words about our selection process: We evaluate applications on a continuous basis and the selection process is only completed when we find the right candidate. Candidates whose CVs are evaluated positively will receive a request to complete a short video interview - we want to hear why you think JYSK suits you and what is your motivation for the position you have applied for!",,Full-time,"Thessaloniki, Greece",EL,,,,2024-09-09,kariera.gr,122428
,['http://data.europa.eu/esco/skill/0bfb44c7-c412-49ed-aab4-e33d0dd3b265'],"['http://data.europa.eu/esco/occupation/56fa783a-cca4-42ef-8862-1fb6e43f215c', 'http://data.europa.eu/esco/isco/C522']",58,HUMAN RESOURCES WANTED,"The company is looking for staff in the sales and external operations department
Candidate Profile: 

Positive personality 
Ambition 
Customer-centric concept
Willingness to achieve goals 
Driving license required 
Prior service is optional 

 We provide: 

Fixed pay 
Dynamic extra bonus program 
Continuous training for better results 
Perspective of development in responsible positions",No experience / No degree,Full-time,"Galatsi, Greece",EL,,,,2024-09-09,kariera.gr,168844
,"['http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a', 'http://data.europa.eu/esco/skill/2fbf0966-18bc-429c-8b0d-e7ab86d5788b', 'http://data.europa.eu/esco/skill/345486f3-f265-4fc8-8ed0-5e96e768e333', 'http://data.europa.eu/esco/skill/4339176e-3acd-4f7f-a5d9-445bee3d23f2', 'http://data.europa.eu/esco/skill/44a117a9-4443-43a4-b037-23c716af671e', 'http://data.europa.eu/esco/skill/541cdc23-1eec-4520-81fc-3392eaf538ed', 'http://data.europa.eu/esco/skill/633a3637-2c6b-40ae-ac38-289eb2a62aa6', 'http://data.europa.eu/esco/skill/68defa68-cb54-4d99-89ac-af6bfd71946b', 'http://data.europa.eu/esco/skill/75b30aeb-34c0-40f4-b77d-271d75a98b14', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a']","['http://data.europa.eu/esco/occupation/72628f3a-fd49-499a-9741-870b0a1fcef2', 'http://data.europa.eu/esco/occupation/b3ce981c-5b32-4de2-8e53-502a6357b2bc', 'http://data.europa.eu/esco/isco/C214', 'http://data.europa.eu/esco/isco/C3355']",66,Payments Risk Operations Specialist,"Etraveli Group is the globally leading company for tech solutions and fulfillment capabilities for online sales of flights. We are here to solve complexity, by connecting millions of flights and travelers across the globe, from search and selection to trip and beyond. We hold consumer online travel agency brands like Mytrip, GoToGate & Flight Network and serve Booking.com with flights. Etraveli Group has also established strategic partnerships with companies like Skyscanner, Google Flights, TUI, etc. Every day we strive to make the world smaller for our customers and bigger for our people. Our diverse team of more than 2400 passionate professionals is what makes us the industry’s tech wonder and the best in the world at what we do. Our major offices are in Sweden (HQ), Canada, Greece, India, Poland with the Athens office being one of the largest, hosting around 580 employees working from the center of Athens for the rest of the world. Join us and start as Payments Risk Operations Specialist in the Risk Management team!Position SummaryIf you are captivated by mind games, you possess strong investigation skills and can see patterns behind numbers and scattered pieces of information, it’s highly likely that Payments Risk Operations Specialist would be your dream job!As a Payments Risk Operations Specialist your main responsibility will be to protect Etraveli Group from financial losses due to fraudulent activities while maintaining sales and customer experience in top performance. Besides screening high risk transactions, this role should also propose innovative improvements in existing processes. The ideal candidate must have excellent investigation, problem solving and decision making skills and is expected to be up-to-date with the latest online fraud trends as well as with potential fraud screening tools.Responsibilities Screen potentially high-risk transactions accurately and in a timely manner utilizing a wide range of fraud prevention systems, tools and reports. Identify fraud patterns or abnormalities and take appropriate actions to prevent similar activities and mitigate potential future fraud. Thoroughly process and analyze fraud alerts received from external sources. Ensure transaction authenticity by contacting customers via phone and/or email. Propose innovative improvements to our existing processes, aiming to further enhance our fraud prevention and detection strategies Deliver dynamic tasks & provide support for a wide range of business analyses. Stay up to date with the latest online fraud trends, practices, and tools through continuous learning & research. Be a problem-solver. Requirements Bachelor’s degree and/or studies preferably in Science, Technology, Engineering, Mathematics. Excellent command of the English language. Advanced experience with MS office (especially Excel) Data driven approach along with strong critical, analytical and investigation skills. Ability to act proactively, take initiatives and demonstrate a can-do attitude focusing on producing high quality results within a fast-paced environment. Team player with strong interpersonal and communication skills including the ability to effectively interact with clients.  Work independently, meet tight deadlines while navigating multiple systems and processes Discretion in dealing with confidential information. High level of responsibility & integrity combined with eagerness to work in a multicultural, international environment subject to continuous changes. Previous work experience as a Fraud Analyst will be considered a plus  Availability to work on shifts around the clock (24/7) – 8-hour shifts, 5 days per week including weekends and bank holidays.  BenefitsWe are looking for people who would make the world smaller for travelers but want a bigger world of opportunities for themselves. With us you can enjoy: #LI-Hybrid working environment - having the opportunity to work both remotely and at the office enabling you flexibility! Health Benefits - Through partners we offer a private health insurance plan. We also offer the possibility to use 2 extra medical leave days in case of need. Monthly ticket restaurant card - to spend in one of the thousands affiliated restaurants, cafes, stores or supermarkets across Greece. Office in the City – We sit on bright, large floors (over 4000㎡!) in central Athens. Just a short walk from the Ambelokipi Metro station. Growth – We believe in personal development and continuous education, thus we offer the opportunity of role-related training on tools and best practices. We also like to schedule company/department/team activities and events outside the office space! We have a relaxed & fun work environment where you can enjoy free breakfast coffee/tea, playing ping pong or video games.  At Etraveli Group we value diversity; we pride ourselves on being a company represented by people of all different backgrounds. During hiring, we are committed to ensure equality and promote diversity in the workplace at every selection stage. As such, we provide the same opportunities for all candidates regardless of race, religion or belief, gender, nationality, ethnicity, sexual orientation, age, marital status, disability, or any other characteristic protected under any anti-discrimination law or regulation.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168843
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/2cae39d6-78c2-4ce3-bee8-628504371463', 'http://data.europa.eu/esco/skill/39b2f4dc-86b7-4bf9-94df-01771a56e042', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca']",['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7'],73,SELLER/TREE-CASHIER (PIGEON),"Job Description: 

Providing a high level of customer service
Arranging products and participating in maintaining an organized store
Fund
Receipts of goods 

Required Qualifications: 

Previous experience in retail sales
Previous experience in children's clothing will be an added advantage
Ease of communication and customer service
Kindness and willingness 
Organization and consistency
Ability to work flexible hours depending on the needs of the store

The company offers: 

Excellent working conditions in a constantly developing environment
Competitive remuneration scheme depending on qualifications 
Productivity bonus based on target achievement
Continuous training and development opportunities 
Staff discount on ORCHESTRA products",Mid-level,Part-time,"Peristeri, Greece",EL,,,,2024-09-09,kariera.gr,168832
,"['http://data.europa.eu/esco/skill/2aed5d29-15c3-44ba-bb5c-80750a815b3c', 'http://data.europa.eu/esco/skill/38509fa4-7c06-4a4b-9622-f521f03c37b8', 'http://data.europa.eu/esco/skill/79c2a4b6-1323-4a4e-b1e6-bcdfe075fcfd', 'http://data.europa.eu/esco/skill/966ade6d-9450-48f6-a955-83d4e9ad9ca3', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/6fcf4638-e7c7-4978-9302-9a7b63a3d57c', 'http://data.europa.eu/esco/occupation/8ec6b513-3d44-4e94-b187-d55734a587a4', 'http://data.europa.eu/esco/isco/C3431']",78,Real Estate Transactions Executive,"Delfi Properties is currently looking to hire a dynamic individual for the position of Real Estate Transactions Executive to join our high performing team in Athens. 
Responsibilities: 

Liaise with property owners to collect information about new properties for sale including but not limited to layout, features, surface areas, photographs, etc.
Assist buyers in deciding on the property that best matches their needs.
Arrange and attend property viewings.
Maintain close communication with the sellers about their property and our progress.
Ensure that the Company’s CRM is updated, and information is sufficiently recorded.
Closely monitor the Sales Closing process and act as a liaison with all interested parties including but not limited to, mortgage brokers, surveyors, solicitors, etc. as needed.
Oversee and provide continuous support on the monetization of high value exposures and structured sales.
Assess sales offers and ensure that assets are disposed of in a timely and efficient manner.
Perform regular follow up with clients, buyers, sellers as applicable.
Remain informed on housing market trends and report to the Management.

Requirements: 

Bachelor’s degree in Real Estate, Business Administration, Marketing, or another related field.
Experience as a Real Estate Transactions Executive or in Sales will be considered an advantage.
Excellent command of the Greek and English languages, both verbal and written.
Proficiency in MS Office.
Ability to develop and implement effective real estate sales strategies. 
Strong interpersonal and communication skills.
Commercially oriented with a strong sales and business acumen.

An attractive remuneration package will be offered to the successful candidate according to qualifications and experience. 
If you are interested in the position, please submit your CV at careersgr@delfipartners.com and mention on the subject the reference DRERETE24. 
Each application will be treated with the strictest confidence. 
Please note that only shortlisted applicants will be contacted.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168833
,"['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7', 'http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137', 'http://data.europa.eu/esco/skill/477579e7-e0ca-4cc5-8712-17b78d0d8d2a', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c']","['http://data.europa.eu/esco/occupation/040fcfa5-24be-43eb-afd5-828297175b16', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/7819669b-30c2-42e6-a1c4-0bcd6f0379ff', 'http://data.europa.eu/esco/isco/C3322', 'http://data.europa.eu/esco/occupation/47e81c7f-2d04-4a60-a8ff-9913c36d8344']",90,Office Clerk,"In the team of kariera.gr | Hiring Solutions, we leverage our wealth of knowledge in staffing jobs covering all levels - mid-level and senior. We understand the diverse landscape of career opportunities and tailor our approach to meet your unique skills and aspirations.
In the team of kariera.gr | Hiring Solutions your every professional move is a step towards excellence. Choose us as the catalyst for your success, and let's plan your future together.
The Kariera Hiring Solutions team is looking for an Assistant Accountant on behalf of a client company active in the field of marketing and distribution of parapharmaceutical products and health food items.
Key Responsibilities:

Entry of sales documents, orders, purchase documents (imports), receipts (cash & checks)
Knowledge and experience in Commercial Company Sales Pricing
Use of ERP software programs (SOFTONE & ENTERSOFT)
Warehouse and import chain management
Elaboration of financial reporting
Communication and cooperation with members of the Administration 
Confidentiality, integrity and the ability to build and maintain trusting relationships

Required Qualifications:

University/Tei Degree in Business Administration or Finance
3-5 years of experience in the Financial Department of a company
Very good knowledge and experience of ERP software programs (SOFTONE & ENTERSOFT)
Excellent knowledge of PC and MS Office
Good knowledge of the English language
Communication & organizational skills and perception
Analytical thinking and team spirit

The company offers: 

Competitive remuneration package
Respectful and dynamic work environment
Continuous training and development

 
 #hiringsolutionsisrecruiting",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-09,kariera.gr,168806
