organization,skills,occupations,sectors,id,title,description,experience_level,type,location,location_code,nuts1,nuts2,nuts3,upload_date,source,source_id
,"['http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/isco/C334']",['Research and experimental development on social sciences and humanities'],1627,ADMINISTRATIVE SECRETARY,"Position Description:
Management of phone calls, e-mail and administration calendar.
Electronic and paper filing
Organization and preparation of meetings, presentations & events
Management of obligations related to business trips, meetings.
Performing tasks related to administration.
Qualifications:
Excellent knowledge of the English language 
Excellent knowledge of MS Office
Previous experience in a similar position
Communication skills and team spirit
Consistency, professionalism and confidentiality",Mid-level,Full-time,"Avlida, Greece",EL,,,,2024-09-03,kariera.gr,167078
,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/b2e81332-0972-4e0f-9a4d-1d15c9c9513b', 'http://data.europa.eu/esco/isco/C4110']",['Office administrative and support activities'],1793,Directorate Secretary,"ICAP OUTSOURCING SOLUTIONS is looking to fill a position in a project it has undertaken for a large banking organization, an Office Clerk whose job will be the Secretarial Support of the Management Office.
 
Responsibilities:

Secretarial support of the Director's Office
Back office tasks

 
Requirements:
Standard Qualifications

Degree of HEI / HEI
Very good knowledge of English
Excellent knowledge of MS Office (Excel, Word, Powerpoint)
Previous experience in secretarial support positions

Additional Skills

Excellent social skills
Excellent professional conduct
Consistency
Responsibility
Courtesy
Result Orientation
Response speed
Curation / Attention to Detail
Good use of written and spoken language
Organizational skills and effective prioritization
Fluency in written and oral communication, in Greek and English
Confidentiality and observance of banking secrecy

 
Benefits:

Opportunity to work in an established banking organization
Competitive monthly salary and insurance
Full time employment",Mid-level,Full-time,"Kallithea, Greece",EL,,,,2024-09-02,kariera.gr,166911
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']","['http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9', 'http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/cd7b838c-51f6-41ec-9067-bb974c0f991b', 'http://data.europa.eu/esco/isco/C121']","['General public administration activities', 'Research and experimental development on social sciences and humanities', 'Public relations and communication activities']",2151,Administrative Secretary,"Prince Silvero, a leader in the Silver and Gold industry is looking for an Administrative Secretary (P.A.)
 
     Position Description:

Management of phone calls, e-mail, and calendar of the administration.
Organization and preparation of meetings, presentations, and events.
Record and manage meeting minutes.
Support in processing administrative procedures and communication with external partners and customers.
Perform additional duties related to administration.
Management of obligations related to business trips, meetings
Electronic & Paper Filing
Communication link between the Administration and the departments

 
 
     Qualifications:

Excellent knowledge of the English language, oral and written
Excellent knowledge of MS Office
Previous experience in a similar position will be appreciated
Communication skills
Team spirit and positive attitude
Consistency and professionalism
Ability to work with minimal supervision and manage multiple tasks simultaneously
Ability to handle confidential information with discretion and professionalism

 
     Amenities:

Satisfactory salary package, depending on qualifications
Pleasant working environment
Private Insurance
Development possibilities

 
 
Send resumes to: hr@princesilvero.gr by writing position code P.A.2908
 
All applications will be considered and treated as strictly confidential.",Mid-level,Full-time,"Peristeri, Greece",EL,,,,2024-08-30,kariera.gr,166517
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647', 'http://data.europa.eu/esco/skill/50167173-ac2d-42b1-954a-a5c5a18a6373', 'http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2']","['http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9', 'http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44', 'http://data.europa.eu/esco/occupation/6175b828-026d-4fb4-8be7-418394e1add0', 'http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2', 'http://data.europa.eu/esco/occupation/ffade2f4-2528-4dfd-b36a-6e4092be08ed']","['General public administration activities', 'Office administrative and support activities', 'Pre-press and pre-media services', 'Activities of head offices']",2228,Administration Secretariat,"An Anonymous Technical and Construction company based in Thessaloniki, a leader in the construction of public and private projects, is looking for an Administrative Secretary or Administrative Officer.
Administrative Secretary or Administrative Officer is the person who provides continuous support to the Management and senior executives of a company. It is the link between executives, other employees, customers and other external partners. He stands out for his organizational skills and multitasking abilities, while the thorough execution of his duties contributes significantly to the orderly operation not only of the Administration offices but also of the other departments.
 

Prior experience in a similar position or as a Personal/Executive Assistant
Very good knowledge and use of Microsoft Office (especially Word, Excel, PowerPoint)
TEI/HEI degree in Business Administration will be appreciated
Excellent knowledge of the English language
Very good knowledge of the German language
Knowledge of a third foreign language will be appreciated
Excellent communication skills (oral and written communication)
Very good organizational skills and problem solving ability
Multitasking and time management skills
Familiarity with devices/gadgets and office applications (e-calendars, printers, etc.)
Familiarity with the public procurement industry will be considered an added advantage",Senior,Full-time,"Thessaloniki, Greece",EL,,,,2024-08-30,kariera.gr,166428
,"['http://data.europa.eu/esco/skill/378caeec-10a0-4162-b75c-ab374a42e93d', 'http://data.europa.eu/esco/skill/b19e0820-a96f-4c0a-a724-3c056180c1b3', 'http://data.europa.eu/esco/skill/f0393af3-bcd9-41af-a36e-0cfb83b60081', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']",[],[],2711,SECRETARY,"From a commercial - importing company of industrial and maritime equipment in Piraeus, requested 
Clerk for the Secretariat  
for full time employment
 
 
Responsibilities

Entry and monitoring of foreign purchase orders in the company's ERP system
Planning & monitoring of loads, after relevant communication with the cooperating transport companies
Commercial correspondence with foreign suppliers
Drafting & submitting offers to clients
Enter sales orders

 
 
Necessary Qualifications 

At least 3 years of experience in the field of spare parts
Very good knowledge of ERP systems (preferably ENTERSOFT)
Very good knowledge of MS Office programs (Excel, Word)
Excellent knowledge of the English language (oral and written)
TEI or IEK degree in technical direction will be highly appreciated
Team spirit of cooperation
Communication skills & perception

 
 
Satisfactory remuneration based on qualifications
 
 
Send resumes:  account@comig.net",Mid-level,Full-time,"Piraeus, Greece",EL,,,,2024-08-28,kariera.gr,165819
,['http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660'],['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442'],['Research and experimental development on social sciences and humanities'],2743,SECRETARY,"WOMAN WANTED FOR GRAMMAR SUPPORT IN EAST THESSALONIKI.
PREREQUISITES:

EXCELLENT ENGLISH KNOWLEDGE
ORGANIZATIONAL SKILLS
COMMUNICATION SKILLS
WORD/EXCEL-INVALUATION GOOD USE OF PC",Mid-level,Full-time / Part-time,"Pylaia, Greece",EL,,,,2024-08-28,kariera.gr,165783
,"['http://data.europa.eu/esco/skill/0eb05180-6927-4c35-b898-176e00d0488c', 'http://data.europa.eu/esco/skill/4c2e5f21-e3c3-4119-8efc-fc777c6f7fc8', 'http://data.europa.eu/esco/skill/677d5144-4c77-4f8d-afc7-116f4bc0e660', 'http://data.europa.eu/esco/skill/c58050e1-0774-4097-93d2-07dd7ba6a27a']","['http://data.europa.eu/esco/occupation/4795d4e3-c623-47ff-abab-7de97fcb764e', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/5c5b153e-4bf8-4f3d-973d-12fabf306d12']","['Activities of advertising agencies', 'Accommodation', 'Activities of head offices', 'General public administration activities', 'Activities of extraterritorial organisations and bodies']",2944,SECRETARY,"The real estate agency DONTAS Real Estate is located in Kifissia and offers services in the field of Buying and Renting Residential real estate (luxury villas, detached houses, maisonettes, apartments, offices, shops, traditional and preserved mansions, country houses, seaside lands, hotels) throughout the Greece, looking for a Secretary.
 
Main Responsibilities:



Registration of customers and ads


Secretarial and telephone support


Email organization and management



Required Qualifications:


Very Good PC knowledge
Very good knowledge of English Language
Experience Desirable
Organizational skills, courtesy.

(The company is located near the power station)",Mid-level,Full-time,"Kifisia, Greece",EL,,,,2024-08-27,kariera.gr,165558
,['http://data.europa.eu/esco/skill/03d93b02-a461-4815-a4c0-b46451afc1c2'],['http://data.europa.eu/esco/isco/C3321'],[],3181,INSURANCE AGENCY SECRETARY,"Insurance Agency Secretary with duties such as:
- Partner service
-Invoicing, issuance of offers/contracts
-Loss/claims management
-Data Entry
Previous work experience in a similar position in an insurance agency or insurance company is considered a necessary qualification.",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-08-27,kariera.gr,165257
,"['http://data.europa.eu/esco/skill/50167173-ac2d-42b1-954a-a5c5a18a6373', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/8813bf9b-86f3-47d1-849d-399121e6d429', 'http://data.europa.eu/esco/skill/cf310cff-0d28-4dbc-9dbb-cc500a3196c2']","['http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/6175b828-026d-4fb4-8be7-418394e1add0', 'http://data.europa.eu/esco/occupation/6c3fd65e-2d24-47d8-bc22-9e93512bdcc2', 'http://data.europa.eu/esco/isco/C334']","['General public administration activities', 'Accommodation', 'Activities of head offices', 'Pre-press and pre-media services']",3293,ADMINISTRATIVE SECRETARY,"Responsibilities
The Administration Secretary will be responsible and will act as a communication link between the Administration, the executives, the other employees and the collaborating Houses abroad. It will manage and route incoming and outgoing calls, emails and messages accurately. Shall regulate management and executive business travel procedures (ticket reservations, accommodation) and update and maintain office policy and procedures.
Necessary qualifications

The ideal individual will have the ability to exercise good judgment, with confidentiality and discretion, in a variety of situations, with strong written and verbal communication, management and organizational skills, and the ability to maintain a realistic balance between multiple priorities.


Previous experience in a similar position for at least 6 years, preferably in a corresponding company in the sector.
Excellent knowledge and use of Microsoft Office (Outlook, Word, Excel, PowerPoint).
TEI/HEI degree in Business Administration, will be appreciated.
Excellent knowledge of English and Italian.
Excellent communication skills (verbal and written communication).
Familiarity with devices/gadgets and office applications (e-calendars, printers, etc.).",Senior,Full-time,"Agios Dimitrios, Greece",EL,,,,2024-08-26,kariera.gr,165128
,"['http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/ba45db8f-34e8-4f29-af0b-e6645e1d693f', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c']","['http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9', 'http://data.europa.eu/esco/occupation/291da1ab-1f90-426d-bbc5-60d0fa7d608b', 'http://data.europa.eu/esco/occupation/71a98a24-e02b-4ba6-b4df-6556d7ae98cc', 'http://data.europa.eu/esco/isco/C4223']","['General public administration activities', 'Intermediation service activities for passenger transportation', 'Intermediation service activities for accommodation', 'Intermediation service activities for rental and leasing of cars, motorhomes and trailers', 'Manufacture of paper stationery']",4032,Secretary - Heraklion Crete,"Group of Companies with main activity in the Tourism sector is looking for an Administrative Secretary to support the General Manager at the Company's Offices in Heraklion, Crete.
Duties:

Answer and manage telephone calls and redirect them when necessary in a professional manner
Maintain electronic and paper records ensuring that information is organized and easily accessible


Secretarial support in drafting and summarizing reports/emails
Business travel planning

Required Qualifications:

Diploma in Office Management and Secretarial Studies
Excellent knowledge of English
Good knowledge of Office suites
Excellent organizational and time management skills
Excellent communication and negotiation skills
Integrity and confidentiality

The company offers:

Continuous education
Competitive remuneration package
Friendly environment with development opportunities",Mid-level,Full-time,"Irakleio, Greece",EL,,,,2024-08-22,kariera.gr,164599
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/26a6e6d2-1c9a-4d7e-8c04-5ba16d1f53da', 'http://data.europa.eu/esco/skill/2aed5d29-15c3-44ba-bb5c-80750a815b3c', 'http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/899286f4-327f-4e16-aa02-5256a9c7f678', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/9531fe02-1e1f-4a36-95f7-a76a77cd4b8d', 'http://data.europa.eu/esco/skill/a15dab55-f1da-4f85-ae3e-2b5c5b5333ca', 'http://data.europa.eu/esco/skill/c58050e1-0774-4097-93d2-07dd7ba6a27a', 'http://data.europa.eu/esco/skill/ea4ebfa1-e17a-4416-ac54-955f33e6ade7', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/9e285322-2cfa-430f-9b66-41be57d698e2', 'http://data.europa.eu/esco/occupation/e246eca2-2cec-45b4-ae76-aa1f37d07bc5', 'http://data.europa.eu/esco/isco/C3343']","['Business and other management consultancy activities', 'Public relations and communication activities', 'Other reservation service and related activities']",4192,Γραμματειακή υποστήριξη - Administrative Assistant,"A-Office Facilities offers various professional workplace solutions, including serviced office spaces, meeting rooms, seminar halls, virtual office services and consulting services.We are interested in hiring a positive, organized individual to join our team as a Secretarial / Administrative Assistant for our offices in Chalandri and Marousi, Athens.Main responsibilities:

Secretarial support
Handling of emails and incoming phone calls
Greeting clients and providing quality customer service
Scheduling professional meetings, appointments and viewings with clients
Coordinate daily administrative tasks
Making office supplies arrangements
Ensuring good operation of the premises, including but not limited to checking the good cleaning of the space
Handling new client inquiries, offers, and follow ups

Qualifications:

(Bachelor's) degree in Hospitality, Business Administration, Tourism or a related field is an advantage
Strong communication skills both in Greek and English
Relevant work experience in front office/customer service is a plus
Great organizational skills, ability to multitask and prioritize daily workload
Proficiency in MS Office (word, excel)
Highly motivated team player",Entry / Junior,Full-time,"Athens, Greece",EL,,,,2024-08-21,kariera.gr,164405
,"['http://data.europa.eu/esco/skill/18d39e12-b7f5-4426-8b84-afd3d43af20e', 'http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7', 'http://data.europa.eu/esco/skill/234aeb8d-56c3-4531-9193-1c5e6a8d16cb', 'http://data.europa.eu/esco/skill/29fb0fb5-dfc4-4098-ac9b-3a712000f48f', 'http://data.europa.eu/esco/skill/382ed835-8958-4d86-8471-cff55c6df3e7', 'http://data.europa.eu/esco/skill/3d427a49-4f85-42cd-8a92-62d4a34f41a1', 'http://data.europa.eu/esco/skill/4377dd26-a0d6-497c-9ffe-f59308d36648', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/77e7cb08-2c6f-42ab-881b-b34b2318acbe', 'http://data.europa.eu/esco/skill/88f2ee42-01c8-4390-a108-e733cecaaa77', 'http://data.europa.eu/esco/skill/91abe492-18be-4cce-93c7-0dca07072363']","['http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9', 'http://data.europa.eu/esco/occupation/2a04a1df-a3b9-403e-a245-e7f93fdddd44', 'http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba', 'http://data.europa.eu/esco/occupation/8c57af09-719c-42b3-be40-6ed4946236cc', 'http://data.europa.eu/esco/occupation/9ab0f0db-1128-4050-becd-b09db5eabdaa']","['General public administration activities', 'Office administrative and support activities', 'Computer programming activities', 'Computing infrastructure, data processing, hosting and related activities']",4275,Secretary - Personal Assistant,"Company DescriptionNammos World is a luxury hospitality brand with locations around the globe.Started back in 2003 the brand's flagship location is in Mykonos and it also has venues in Dubai, Limassol, Cannes and soon-to-open venues in London. Nammos World provides luxury beach settings, fine dining gastronomy, luxurious cabanas, and the latest fashion trends in Nammos Village.Join our international team as a Secretary / Personal Assistant.Secretary responsibilities include:

Acting as a first point of contact, dealing with email correspondence and phone calls
Managing schedules and organizing meetings and appointments
Booking and arranging travel, transport and accommodation
Collaborate with Events Management when necessary
Reminding Management of important tasks and deadlines
Typing, compiling and preparing reports, presentations and correspondence
Managing databases and filing systems
Implementing and maintaining procedures/administrative systems

To be a successful Secretary you should possess the following qualifications:

University Degree in Communications/Administration or equivalent
At least 2 years of Secretarial experience in a respectable company in Greece or abroad
Fluent Knowledge of English and very good knowledge of French is mandatory
Must be willing to travel when needed
Must possess a discreet personality, with a high level of Integrity
Exceptional verbal and written communication skills
Experience in planning events internationally will be considered as an asset
Excellent time management and organization skills
Experience in handling international partners will be considered an asset.
Personality that thrives under pressure

BenefitsNammos Group offers a competitive salary with international career development opportunities in our properties Worldwide.By joining our team, you will have the opportunity to work in a stimulating and motivating environment that values and is committed to its employees.Nammos Group provides you with a beneficial full employment contract including accommodation, on-duty meals, and transport to/from the restaurant.",Mid-level,Full-time,"Mykonos, Greece",EL,,,,2024-08-20,kariera.gr,164282
,"['http://data.europa.eu/esco/skill/ca49669b-1f59-4d1a-8e77-c77014ba93dc', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']",[],[],4400,Secretary / Fluent English speaking,Engineering company seeks full time fluent English speaking secretary (C2).Speed typing and MS office expertise required.CV’s only in English,Mid-level,Full-time,"Argyroupoli, Greece",EL,,,,2024-08-20,kariera.gr,162503
,"['http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0da516ee-e70e-4384-be13-f5ff80be8127', 'http://data.europa.eu/esco/skill/279a4b1d-21df-4d78-9f4d-324c73fd7536', 'http://data.europa.eu/esco/skill/5a234b3b-63b4-482f-b481-a1ff9d95bbf8', 'http://data.europa.eu/esco/skill/6e4f75b4-c60f-4623-a9ba-760c8245753b', 'http://data.europa.eu/esco/skill/77931759-69af-4637-8b26-c8376f9240e2', 'http://data.europa.eu/esco/skill/7f1a7abb-9208-48b7-8b84-2c1f283a50a0', 'http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612', 'http://data.europa.eu/esco/skill/de7d8271-2410-4fab-bcb4-19e4d1965984', 'http://data.europa.eu/esco/skill/e13b734a-218c-434a-a7cc-febac6d24ef3', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535']","['http://data.europa.eu/esco/occupation/0ba06640-e0ac-4911-9e43-289a8e41651e', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39', 'http://data.europa.eu/esco/isco/C1212', 'http://data.europa.eu/esco/isco/C2']","['Other education n.e.c.', 'Accommodation', 'Activities of head offices', 'Activities of call centres']",40748,SECRETARIAT/ADMINISTRATIVE ASSISTANT,"AVAX Group is one of the strongest construction groups in Greece, with a long history of successful deliveries of iconic infrastructure projects, corporate development, contribution to the Greek economy and successful presence in international markets. Listed on the Athens Stock Exchange since 1994, the Group is charting an important course with the operational axes of Construction, Concessions and Real Estate at the core of its development plan while focusing on expanding its presence in international markets and maintaining its leading position domestically. The AVAX Group includes the companies ETETH, AVAX International, AVAX Development, AVAX Concessions, TASK AVAX, Athens Marina, iXion and AUTECO.
 
WE ARE LOOKING FOR: 
SECRETARIAT/ADMINISTRATIVE ASSISTANT (MAROUSI / ATTICA)
The Role:
As a Secretary you will be the first point of contact for visitors and customers of our company. Your role is critical in ensuring a positive and professional image. You will undertake essential organizational and secretarial tasks supporting the smooth & smooth running of the company.
Responsibilities:
- Reception and service of visitors and customers.
- Call center management, answering and routing calls.
- Management of incoming and outgoing correspondence (physical and electronic) and protocol.
- Support of the engineering secretariat and in cooperation with the relevant departments updating and keeping records / databases
- Support and replenishment of the Administration / Legal Secretariat in daily secretarial functions
- Monitoring and ordering stationery and other office equipment.
- Support and management in the organization of corporate meetings and events.
- Management of basic HR matters, permits, vehicle fleet, etc.
- Periodically participate in internal trainings and/or professional training and development seminars
Required Qualifications:
- Graduate of a higher educational level.
- Very good knowledge of MS Office (Word, Excel, Power Point) and Outlook
- Excellent knowledge of Greek and very good knowledge of English
  (production of written and spoken language).
- Excellent communication and organizational skills.
- Ability to manage multiple tasks and priorities.
- Courtesy, willingness to cooperate.
- Experience in a similar position will be considered an added advantage.
 
The Company offers excellent development opportunities for a capable professional seeking professional development and recognition in a dynamic multinational company, competitive salary package, group health insurance.",Entry / Junior,Full-time,"Marousi, Greece",EL,,,,2024-09-10,kariera.gr,168997
,"['http://data.europa.eu/esco/skill/5a0bffcf-4ff6-49cf-a7db-4142e63f5f04', 'http://data.europa.eu/esco/skill/b9f16465-56a9-426b-a047-0f9f1f95ec92', 'http://data.europa.eu/esco/skill/bdcac0c8-b77a-4640-9eaf-c0cf3efd1e23', 'http://data.europa.eu/esco/skill/df5e3d02-9f0f-44ee-91c2-85c62f161868']","['http://data.europa.eu/esco/occupation/13d1b2b4-99dd-44da-9734-c9f74bae18f7', 'http://data.europa.eu/esco/isco/C3344']",['Activities of call centres'],41879,Medical coordinator,"We are looking for a long-term, medical secretary- clinical coordinator, to assist in our busy clinic in London on a remote way.
The successful candidate should meet the below criteria.
Qualifications

Minimum 2-year experience in the customer service sector.
Perfect knowledge of the English language, able to understand different accents over the phone. 

Bilingual or native speakers will be preferred.  Preference might also be given to applicants who have lived in the past in an English-speaking country 
Required skills:

High organisational skills: attention to detail, critical thinking, problem-solving, and coordination.
Able to work in a fast-paced target driven environment.
Politeness and customer relations skills.
Very good knowledge of computers.
Trustworthy and genuine persona.

Responsibilities

Manage the office operations to a high standard.
Answering calls and book in patients.
Dealing with inquiries from patients daily including telephone and email queries.
Liaise with insurance providers regarding patient authorisation and claim payments.
Raise Invoices to patients and receive payments. 
Oversee and contribute to any marketing ideas/campaigns – brainstorming and team effort required • Promote additional services to existing clients and customers • Liaise with the Doctors and clinic management regarding appointments to optimise time schedules.",Mid-level,Full-time,"Neo Psychiko, Greece",EL,,,,2024-09-10,kariera.gr,169075
,['http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7'],['http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba'],['Office administrative and support activities'],43622,Secretarial position/Secretariat administration,"A secretary is wanted for a private school in Ilioupoli with experience in the use and management of google sheets, google docs and the blind system, communicative and pleasant.",Senior,Full-time,"Ilioupoli, Greece",EL,,,,2024-09-12,kariera.gr,169758
,"['http://data.europa.eu/esco/skill/c55caed2-de9e-4a25-819e-a0b0e83fba1b', 'http://data.europa.eu/esco/skill/de2f0ce8-f8d6-48c5-a213-4d065251cecf', 'http://data.europa.eu/esco/skill/f683ae1d-cb7c-4aa1-b9fe-205e1bd23535', 'http://data.europa.eu/esco/skill/f8f1f725-0105-41fa-9887-4df9e7a7af1e']","['http://data.europa.eu/esco/occupation/dd25a2b0-add0-4ae2-bd85-bb644e0d0c39', 'http://data.europa.eu/esco/isco/C3332', 'http://data.europa.eu/esco/isco/C4412']",['Activities of call centres'],43866,FRONT OFFICE RECEPTIONIST - CALL CENTER- SECRETARY,"The architectural office GnB Architects is looking for an employee for the administrative support department with main responsibilities:


 the management of telephone calls,
 mail management,
 meeting calendar management, 
 the reception of customers - visitors (Front Office Representative). 


Necessary qualifications:

1 year of experience in a similar position,   
Excellent communication skills, 
Excellent knowledge of Microsoft Office, 
Good knowledge of English (fluency in oral communication), 
Good organizational skills, 
Professional behavior and presentation.",Entry / Junior,Full-time,"Marousi, Greece",EL,,,,2024-09-11,kariera.gr,169476
,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/5119a6dd-64ca-48e5-a906-85b9ab84aefd', 'http://data.europa.eu/esco/skill/906c9e66-bdee-4f8e-93d7-88d9fcf39a0a', 'http://data.europa.eu/esco/skill/b478d218-21df-447f-9eba-6fb11f94b071', 'http://data.europa.eu/esco/skill/b83669f2-bf53-47ed-af9f-397c5f2dfd4d', 'http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974', 'http://data.europa.eu/esco/skill/e37d64dc-0f05-4ee8-b065-bf76f70d8f5c', 'http://data.europa.eu/esco/skill/fc3cdc2c-7b79-4b5c-a4b0-f3b996fef849']",[],[],45524,SECRETARIAL SUPPORT,"The company ONEX TECHNOLOGY SYSTEMS & BUSINESS SOLUTIONS S.A. is looking for a Secretary with at least 1 year of experience for full-time employment in its offices in Elefsina.
CANDIDATE QUALIFICATIONS

Graduate of Lyceum, HEI/TEI
Ability to speak and write
Very good knowledge of English Language (required)
Very good computer skills (Microsoft Office) 
Organizational & communication skills
Quick and efficient response to task assignments
Professional appearance
Excellent service ability, courtesy, confidentiality and responsibility

COMPETENCES 

Responsible for the reception and departure of guests
Management of phone calls, e-mails, etc.
Management of incoming & outgoing information (mail, messages etc.)
Scheduling of meetings (time & place) and space preparation
Maintaining, organizing and archiving physical & electronic files
Observance of practical meetings
Reception space arrangement",Mid-level,Full-time,"Athens, Greece",EL,,,,2024-09-15,kariera.gr,170138
