id,title,description,experience_level,type,location,location_code,upload_date,source,source_id,organization,skills,occupations
2011,Software Developer,"We are seeking for developers with at least 3 years of professional experience in the field of Web Applications and rich client platforms. The candidates must have experience in the following:

.NET FRAMEWORK: Visual Studio, LINQ, VB.NET, C#
SQL Server (+ Store Procedures, Functions)
ASPX
MVC
JAVASCRIPT
HTML 5
CSS

Complementary knowledge
Not obligatory but giving a great advantage would be knowledge in the following fields:

DEVEXPRESS
CORDOVA
JQUERY
REACT NATIVE

Skills & Abilities
Analysis & Problem Solving

Ability to identify key processes in a required task and breakdown to the smallest units and transform those into coding logic.

Object oriented programming

It is crucial for the candidate to have the ability to identify objects and their relationships and practice development patterns following an object approach as opposed to a procedural line of thinking.

Communication & teamwork

Interaction between team members is vital for the success of our goals. Healthy constructive discussions and exchange of ideas is an ongoing daily process.

Personal growth

Eagerness to evolve, learning new material, expanding on knowledge via research and hands on projects.

We offer

Competitive compensation packages
Continuous learning & career growth
Friendly work environment

Contact Us
We would be delighted to have an opportunity to meet in person.
CVs can be sent to: info@onlinedata.gr
All applications will be treated as strictly confidential",Mid-level,Full-time,"Kallithea, Greece",EL,2024-08-31,kariera.gr,166666,,"['http://data.europa.eu/esco/skill/13bdd41a-2a18-441f-96db-41252c519413', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50', 'http://data.europa.eu/esco/skill/c7d24594-0c11-4b27-9039-fe0bb903da8e']","['http://data.europa.eu/esco/occupation/6cd08cbe-7611-4d70-8886-6c59c0385442', 'http://data.europa.eu/esco/occupation/c40a2919-48a9-40ea-b506-1f34f693496d']"
2080,GCS Sr. Associate Analytics Solution Engineer,"ROLE DETAILSAll over the world, Pfizer colleagues are working together to positively impact health for everyone, everywhere. Each position at Pfizer touches and contributes to the success of our business and our world. That's why, as one of the global leaders in the biopharmaceutical industry, Pfizer is committed to seeking out inspired new talent who share our core values and mission of making the world a healthier place.R&D within AIDA (AI, Data and Analytics), a Pfizer Digital organization, is responsible for the development and management of all data and analytics tools and platforms across the enterprise - from global research and development, to manufacturing, to commercial, to patient care across over 100+ countries. One of the team's top priorities is the advancement of AI/ML enabled analytics and the creation of data solutions that can be leveraged across the enterprise.R&D in AIDA holds responsibility for the development and operations of the aggregate data solutions (data lakes and associated application portfolios) supporting Pfizer's scientific and clinical functions.The Sr. Associate Solution Engineer will develop scientific data solutions with a team of peer developers, digital client partners, architects, platform leads and contract support personnel under the direction of a senior software developer.




ROLE RESPONSIBILITIES

Develop, maintain, and improve new and existing data solutions with a strong sense of accountability and attention to quality.
Collaborate closely with other engineers and team leaders to become a valued member of an autonomous, cross-functional team.
Translate high-level business problems into solutions using data-driven modeling and analysis.
Perform stringent testing of code written, including designing and writing automated tests to allow for continuous delivery.
Define and maintain related artifacts that support data integration.
Clearly and regularly communicate with line management and colleagues.
Mentor your more junior developer colleagues and perform tasks such as peer code reviews, provide feedback and corrections as necessary.
Help the team embrace agile core values, adopt, and apply those principles, and implementation practices.

QUALIFICATIONSProfessional Experience and Educational Requirements

BS/MS in Computer Science, Engineering, or related field.
3+ years' experience in data solutions and analytics development.
Fundamental knowledge in programming using Python and Pyspark.
Demonstrated knowledge of Structured query language (SQL).
Back-end experience with databases such as Oracle, RedShift, and Snowflake.
Knowledge of Big Data technologies.
Ability to work independently, in a team environment and multi-task effectively.
Flexible and willing to accept a change in priorities as necessary.
Strong attention to detail with high standards of quality and customer value.
Self-motivated and proactive with the ability to take ownership of issues.
Excellent oral and written communication skills.

PREFERRED QUALIFICATIONS

Experience with developing identity management solutions desirable.
Experience in developing solutions aimed at medical professionals desirable.
Experience in the Pharma industry desirable.
Experience in modern software development practices including distributed versioning systems, continuous integration/deployment, automated testing (DevOps).
Working knowledge of Jira, GitHub, and Docker.
Experience with AWS and demonstrated understanding of cloud application architectures (We heavily leverage AWS and experience of its services and how to use them is a definite bonus).

Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.
To apply please visit our website www.pfizercareers.com and search job GCS Sr. Associate Analytics Solution Engineer with id 4918714.",Senior,Full-time,"Thessaloniki, Greece",EL,2024-08-30,kariera.gr,166592,,"['http://data.europa.eu/esco/skill/082967d4-b94c-4305-aa13-35a6aa8c5c7c', 'http://data.europa.eu/esco/skill/08e2ff26-88ff-47b5-9d37-d19ace01b075', 'http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79', 'http://data.europa.eu/esco/skill/11430d93-c835-48ed-8e70-285fa69c9ae6', 'http://data.europa.eu/esco/skill/1605025e-a179-421f-8f35-5b07d182a6b2', 'http://data.europa.eu/esco/skill/1b957e3d-0017-42b0-9bfe-49a1cdd31de7', 'http://data.europa.eu/esco/skill/97bd1c21-66b2-4b7e-ad0f-e3cda590e378', 'http://data.europa.eu/esco/skill/9cf681c7-89ec-470c-b651-7fe03786f586', 'http://data.europa.eu/esco/skill/ab1e97ed-2319-4293-a8b7-072d2648822f', 'http://data.europa.eu/esco/skill/bc0b0b5d-f6be-405a-b224-b6902a4dbe97', 'http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4', 'http://data.europa.eu/esco/skill/f8e3425c-fe44-4ffb-bafe-0e20d91dadf4']","['http://data.europa.eu/esco/occupation/2fb96c6c-8d0b-4ef0-b1ee-3e493305e4eb', 'http://data.europa.eu/esco/occupation/53cdcc84-e5ee-488c-aa09-88084e06d6d7', 'http://data.europa.eu/esco/occupation/8c3f536e-ba66-4321-ba40-363dc39f129b', 'http://data.europa.eu/esco/occupation/bd9d395a-d587-45c6-8d72-ceef226df9e1', 'http://data.europa.eu/esco/occupation/cc325a8f-702e-4bf0-893f-5b5d456475ad', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b', 'http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1', 'http://data.europa.eu/esco/isco/C214']"
2148,Senior Database Engineer,"Company DescriptionAbout Netcompany-IntrasoftWe are Netcompany-Intrasoft, a leading European IT Solutions and Services Group with strong international presence and expertise, offering innovative and added-value solutions of the highest quality to a wide range of international and national public and private organizations. More than 500 organizations in over 70 countries worldwide have chosen the company's services and solutions to fulfill their business needs.For more information regarding our company, current projects, and openings around Europe, please consult our website: www.netcompany-intrasoft.com.Job DescriptionA day in the life of a Database Engineer for the Public Sector:Design and develop database, ensuring optimal performance, security, and scalability.Maintain and enhance existing databases to improve performance, upgrade interfaces, and integrate new features.Collaborate with application developers to integrate databases with existing applications and support application development.Write well-designed, testable, efficient database scripts, stored procedures, and functions.Provide support by troubleshooting and resolving database issues.Document database schemas and development processes.Stay informed of new technologies and best practices in database development.QualificationsBachelor's degree in Computer Science, Information Technology, or a related field.Proven work experience as a Database Developer or similar role with at least 2 years experience.Strong understanding of SQL and experience with database technologies such as MySQL, PostgreSQL, Oracle.Experience with database design, documentation, and coding.Familiarity with software development methodologies and the software development lifecycle.Additional InformationWe ensure equal opportunities, treatment, and consideration to all candidates. Discrimination based on sex, racial or ethnic origin, religion or belief, disability, age, sexual orientation or marital status, physical or mental disability, or any other factor protected by applicable laws and regulations is prohibited. At Netcompany-Intrasoft we respect human rights as part of our culture, and we focus on creating a positive workplace in which all employees are valued and where diversity and inclusivity are welcomed.The safety and well-being of our employees remain our top priority. Please note that Netcompany-Intrasoft's recruitment process is being conducted virtually due to preventive measures against the Covid-19 pandemic.Our cultureOur people are the most important element of our success. Our work life is well defined by our set of fundamental Values: https://bit.ly/3SSbBzU  #BePartOfSomethingGreat!*Please submit your CV in EnglishAll applications will be treated as strictly confidential.",,Full-time,"Athens, Greece",EL,2024-08-30,kariera.gr,149471,,"['http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/09f2f811-a3fb-4de3-a70f-6420a6935575', 'http://data.europa.eu/esco/skill/23ac233d-84ad-4517-b0f5-8ca19ba2614e', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/64db87c7-2360-4e20-88d3-d222402e477c', 'http://data.europa.eu/esco/skill/84f58e3d-8669-4d83-8c1d-5dd1e73a654f', 'http://data.europa.eu/esco/skill/a8d07b5a-c1a1-42c6-9d53-db9c7a2ca996', 'http://data.europa.eu/esco/skill/bb40da1a-232f-4ba1-a9f5-5283a4fb7a7a', 'http://data.europa.eu/esco/skill/de9f85ba-e77f-48fd-8c66-f5ebaf32d655', 'http://data.europa.eu/esco/skill/f9738fc9-4d67-43e8-bfda-954123e34d42']","['http://data.europa.eu/esco/occupation/01ffb917-98dc-48c1-91ad-93c4104e791d', 'http://data.europa.eu/esco/occupation/b11e1742-5e28-4270-b081-b0193d85ee7d', 'http://data.europa.eu/esco/occupation/e9507d34-c70f-474f-a4a3-d2cbfe50f6e9', 'http://data.europa.eu/esco/isco/C2521']"
2154,Senior Node.js Developer,"The Institute of Computer Technology and Publications (ITYE) ""DIOFANTOS"", NPID non-profit organization, with a strategic role in supporting the Ministry of Education, Religion and Sports (YPAITHA) in the implementation of digital education actions and a development agency and operation of technological infrastructures and services of the Ministry of Primary and Secondary Education, is looking for a Senior Node.js Developer who will join the technical team of the Directorate of Educational Technologies, Training and Certification (DiETEP) of the ITU.
Position Description
The candidate will join as a Node.js Developer in the technical team of the Digital Educational Platform e-me (e-me.edu.gr), which is developed, expanded and supported by the ITYE on behalf of the Ministry of Finance.
Candidate Profile
The ideal candidate must have:

University Studies in Informatics (or in positive sciences, with a Master's Degree in Informatics).
Work experience as Backend Developer or Full-stack Developer, at least 4 years
At least 2 years of Node.js/Express.js experience
Experience with RESTful APIs
Experience in non-relational databases (MongoDB)

It will also be appreciated:

Good knowledge of HTML, CSS, JavaScript
Experience with Git code version control systems
Very good written and oral communication skills in Greek and English

Skills / Abilities

Operation in group context
Consistency & Professionalism
Perception and responsibility
Emphasis on the quality of results
Organization & Time Management

Allowances

Very friendly and pleasant work environment
Satisfactory salary package commensurate with qualifications
Flexibility in arrival time 
Participation in systems and applications with significant impact (very large number of users and wide utilization in the field of education)

Employment: Full time
Headquarters: Athens (Constitution)
An interview will follow with those candidates who are deemed to be able to meet the requirements of the position.
All applications are considered strictly confidential.",Senior,Full-time,"Athens, Greece",EL,2024-08-30,kariera.gr,166515,,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f', 'http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523']",['http://data.europa.eu/esco/isco/C233']
2155,Senior PHP Developer,"The Institute of Computer Technology and Publications (ITYE) ""DIOFANTOS"", NPID non-profit organization, with a strategic role in supporting the Ministry of Education, Religion and Sports (YPAITHA) in the implementation of digital education actions and a development agency and operation of technological infrastructures and services of the Ministry of Primary and Secondary Education, is looking for a Senior PHP Developer who will join the technical team of the Directorate of Educational Technologies, Training and Certification (DiETEP) of the ITU.
Position Description
The candidate will join as a Senior PHP Developer in the technical team of the Digital Educational Platform e-me (e-me.edu.gr) which is developed, expanded and supported by ITYE on behalf of YPAITHA.
Candidate Profile
The ideal candidate must have:

University Studies in Informatics (or in positive sciences, with a Master's Degree in Informatics).
Work experience as Backend Developer or Full-stack Developer, at least 4 years
PHP experience, at least 2 years
Good knowledge of HTML, CSS, JavaScript 

It will also be appreciated:

Experience in relational databases (MySQL, MariaDB)
Experience with RESTful APIs
Experience in WordPress CMS plugin development
Experience with Git code version control systems
Very good written and oral communication skills in Greek and English

Skills / Abilities

Operation in group context
Consistency & Professionalism
Perception and responsibility
Emphasis on the quality of results
Organization & Time Management

Allowances

Very friendly and pleasant work environment
Satisfactory salary package commensurate with qualifications
Flexibility in arrival time 
Participation in systems and applications with significant impact (very large number of users and wide utilization in the field of education)

Employment: Full time
Headquarters: Athens (Constitution)
An interview will follow with those candidates who are deemed to be able to meet the requirements of the position.
All applications are considered strictly confidential.",Senior,Full-time,"Athens, Greece",EL,2024-08-30,kariera.gr,166513,,"['http://data.europa.eu/esco/skill/199f7919-5114-41b6-b6a5-41e0e4896ec1', 'http://data.europa.eu/esco/skill/4350c38d-0fe9-4ca7-bab9-40ed7f72b04f', 'http://data.europa.eu/esco/skill/78d90f00-5226-44fc-95c2-0d8dac6b081b', 'http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f', 'http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523']",['http://data.europa.eu/esco/isco/C233']
2190,Full Stack Developer,"At Business Cloud we are looking for an experienced Full Stack Developer for our team. The ideal candidate will have expertise in Laravel and Angular. Experience with Ionic would be considered desirable but not required.
Required Qualifications- Good knowledge of Laravel.- Experience in Angular.- Good knowledge of databases (MySQL/MariaDB).
Desired Qualifications- Experience with Ionic.- Knowledge of linux.- Previous experience in web application development.
Benefits- Competitive salary.- Pleasant and dynamic work environment.- Continuous training and professional development opportunities.- Work from home with flexible hours
 
Send resumes: jobs@businesscloud.gr",Mid-level,Full-time,"Athens, Greece",EL,2024-08-30,kariera.gr,166466,,['http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146'],[]
2192,Business Developer Horeca Kilkis,"The role of Business Developer is at the heart of Coca-Cola Tria Epsilon and is a position where you directly see the impact of your work every day. As a Business Developer, you will be responsible for managing a broad portfolio of some of the most iconic global and local soft drink, juice and beverage brands. You will meet our customers every day, and you will be the face of Coca-Cola Tria Epsilon in the market. As a member of our team, you will have the constant support to achieve high performance and develop daily in a fast-paced and dynamic environment. Resources & Experience* I have similar previous experience in a similar external sales position in the same or similar industry* Driving License* Desired degree AEI/TEI/IEK* Excellent knowledge of the Greek language* I am result-oriented and able to create trusting relationships* I am characterized by customer-centricity & I focus on the customer's needs* I can plan and schedule my work effectively, setting priorities and proposing solutions* I work collaboratively and responsibly* I am interested in my personal & professional development Responsibilities as a Business Developer* Your daily mission: drive sales and market activation with a broad portfolio of iconic global and local brands* You will achieve goals by implementing leading sales and market activation tools * You will build trusting relationships by finding the best solutions for our clients to achieve the highest level of customer satisfaction* You will collaborate and share best practices with your team to support each other in developing your skills* You will gather information about with market and customer developments to adapt to them to grow and win with our customers every day* You will have a scheduled itinerary for customer visits to focus on the core of your job* I carry out store activation activities focusing on merchandising standards to expand customer transactions* I promote team spirit by working closely with team members as well as with members of other departments, always aiming for my own growth* I am open to giving and receiving frequent feedbackBenefits* Company car & travel expenses * Mobile & iPad* Daily support* Product availability* Bonus based on achievement of goalsAt Coca-Cola HBC, diversity thrives and we strive to eliminate all forms of stereotyping. This means we provide equal opportunities for everyone, regardless of race, color, religion, age, special needs, sexual orientation or gender identity. Come and join our team, so that we can continue to create an environment of inclusion, where everyone belongs and contributes collectively to success.",Entry / Junior,Full-time,"Kilkis, Greece",EL,2024-08-30,kariera.gr,166468,,"['http://data.europa.eu/esco/skill/2b2d7c6a-229a-40ba-80f3-b5b5766161a0', 'http://data.europa.eu/esco/skill/c09bf6d4-f8a7-40f3-aead-ef01643f2352', 'http://data.europa.eu/esco/skill/e24377fb-020b-4430-8bed-86dd539bbf3a']","['http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b', 'http://data.europa.eu/esco/occupation/b76178c0-a03a-4793-b079-1e61e636c521']"
2257,"Manager, AWS Developer","Why Patients Need You
Technology impacts everything we do. Pfizer's digital and 'data first' strategy focuses on implementing impactful and innovative technology solutions across all functions from research to manufacturing. Whether you are digitizing drug discovery and development, identifying solutions, or making our work easier and faster, you will be making a difference to countless lives.
What You Will Achieve
Your technical skills will help us develop and support robust softwares for our business. Due to your expertise, you will develop program logic for new applications and modify existing ones. You will support a range of activities, such as coding, testing, debugging, documentation, implementation and maintenance of software applications and cloud infrastructure for Pfizer.As a Manager, you will take ownership of long running tasks and goals. Your planning skills will help in preparing requirements, and providing areas of improvement for products, processes or services. Through your comprehensive knowledge of principles, concepts and theories of the discipline, you will also work towards advancing new concepts and methodologies. You will be able to take a leadership role to facilitate agreements between different teams.It is your hard work and dedication that will help in making Pfizer ready to achieve new milestones and help patients across the globe.
How You Will Achieve It

Provide guidance, lead/co-lead projects, manage own time to meet objectives and plan resource requirements for projects across the department.
Prepare and deliver operational updates to business stakeholder groups and solution delivery leads.
Ensure alignment across the Pfizer Digital organization and service providers effectively utilizing the Pfizer Digital organization.
Create a culture of Continuous Improvement including creating new projects focused on technical and organizational issues and monitoring improvement efforts.
Work with contract resources to deliver services, projects & operating support models for delivered solutions and ensure technology solutions meet the needs of the business.
Establish an environment where the team can be as effective as possible, addressing team dynamics, and ensuring a good relationship between the development team and product owner.
Manage global digital services in conjunction with the product & service owners.
Identify opportunities to decommission applications or move to regional or global solutions.
Drive Application rationalization to reduce local applications to the absolute minimum.

Qualifications
Must-Have

BSc degree is required.
5+ years' relevant experience.
2+ years' experience with AWS, Azure, and/or Google public cloud experience in a production environment.
Experience with developing secure cloud based applications using languages such as Python and Typescript.
Experience designing, orchestrating, and deploying container based solutions using Docker and related AWS services.
Familiarity with infrastructure as a code tools such as Terraform.
Deep understanding of web based and mobile application technologies and concepts.
Excellent interpersonal and communication skills with the ability to build relationships and deliver effective presentations to a variety of audiences.
Demonstrate effective organization and time management.
Ability to work independently and multi-task effectively.

Nice-to-Have

Master's degree.
Relevant pharmaceutical industry experience.
Experience with agile methodology and continuous delivery approaches.
Proven relevant progressive experience as an Informational technology professional, preferably in a pharmaceutical industry.

Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.
 
To apply please visit our website www.pfizercareers.com and search job Manager, AWS Developer id 4918744.",Senior,Full-time,"Thessaloniki, Greece",EL,2024-08-30,kariera.gr,166387,,"['http://data.europa.eu/esco/skill/0550431f-9c8b-4204-9c45-59bc5feacf06', 'http://data.europa.eu/esco/skill/07e51c60-763a-4335-b4ec-70a15f66d328', 'http://data.europa.eu/esco/skill/0b144726-21c2-46ed-8d13-c03d27f61604', 'http://data.europa.eu/esco/skill/2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1', 'http://data.europa.eu/esco/skill/2c4e11ef-da18-4e19-816b-e6bc19e12424', 'http://data.europa.eu/esco/skill/385479b7-5da5-4367-9763-0d15b41bb65b', 'http://data.europa.eu/esco/skill/477173ca-5fc2-406b-9122-95d92811f284', 'http://data.europa.eu/esco/skill/609a8ac1-9d29-4237-9886-596dbbe7ca8a', 'http://data.europa.eu/esco/skill/7bb5d9af-0a7e-48a7-a860-0e1ded0f6e75', 'http://data.europa.eu/esco/skill/7c05199f-7b03-4a4a-afee-7c9dfcf9066a', 'http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68', 'http://data.europa.eu/esco/skill/b8c01891-e3df-4a4b-948d-95b45e1788f5', 'http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221']","['http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763', 'http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/623958d6-775c-4586-b928-86582d9d1b69', 'http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c', 'http://data.europa.eu/esco/occupation/ab7bccb2-6f81-4a3d-a0c0-fca5d47d2775', 'http://data.europa.eu/esco/occupation/e2a495fb-68a3-46f9-8753-6ce566a7a085']"
2282,SOFTWARE DEVELOPER (Senior-Level),"G-Logic SA specializes in advanced and integrated IT solutions for every business. It has state-of-the-art tools for the development of innovative software programs that can be operated from any device (PC, Tablet, Smartphone, Web), covering all the needs of the modern business world. It is the first company that in the year 2000 built traceability systems (TRACE), which it continuously upgrades, as a result of which it occupies a leading position in the field of Industrial Production and Food, with over 2,100 installed applications in businesses.
For the staffing of the Planning Team, it is asking to hire:
SOFTWARE DEVELOPER (Senior-Level) 
The candidate should have: 

Experience in software development with C#, Visual Studio
Knowledge of DevExpress and/or SyncFusion
Knowledge of ASP programming. NET Core Framework (Web API)
Experience in ASP applications. .NETCore MVC
Experience in Entity Framework and/or O/R Mapping and Code Patterns
Required Knowledge in SQL Server

It will be considered as an additional advantage:

Familiarity with Azure services and infrastructure
Experience in developing ERPs, CMS, CRMs and/or financial systems
Experience in microservices and reactive programming

Necessary skills and qualifications:

Degree in Computer Science or Programmers
Knowledge of English with fluency in written and spoken language
Driver's license and completed military service (for men)

Working at G-LOGIC :

Competitive salary package based on qualifications and seniority
Gain high-level knowledge by participating in important cutting-edge projects
Continuous education and training
Ability to grow in a competitive environment
Pleasant and at the same time demanding working conditions, which promote the development of the employees and the Company",Senior,Full-time,"Kallithea, Greece",EL,2024-08-30,kariera.gr,166345,,"['http://data.europa.eu/esco/skill/2b7a79e5-84d8-4880-be66-3d9bb05bea17', 'http://data.europa.eu/esco/skill/4c016b68-4116-468c-9dc6-42710c239e4a', 'http://data.europa.eu/esco/skill/4f5ccaad-0e4f-4e9f-8246-47765564387d', 'http://data.europa.eu/esco/skill/56a7f561-1d55-43c9-9cd7-36a0a9bc6c50', 'http://data.europa.eu/esco/skill/6d3edede-8951-4621-a835-e04323300fa0', 'http://data.europa.eu/esco/skill/8369ede5-4200-4a44-be2e-bc60ef959259', 'http://data.europa.eu/esco/skill/905b6acd-377b-46b9-9d80-e47e9ca789ca', 'http://data.europa.eu/esco/skill/94193295-26de-42e5-a8e9-2ef7597e59f5']","['http://data.europa.eu/esco/occupation/bb6198c4-1d3e-40b9-9cc4-ad2dd9d7c74b', 'http://data.europa.eu/esco/isco/C2514']"
2284,"Manager, Software Engineer front-end","Why Patients Need You
Technology impacts everything we do. Pfizer's digital and 'data first' strategy focuses on implementing impactful and innovative technology solutions across all functions from research to manufacturing. Whether you are digitizing drug discovery and development, identifying solutions, or making our work easier and faster, you will be making a difference to countless lives.
What You Will Achieve
You will help Pfizer build its information technology solutions. You will leverage your technical skills to design, develop and implement IT solutions which satisfy the short term or long terms needs of Pfizer. You will work on front-end UI architecture design, wireframes and application infrastructure to deliver results.As a Manager, Software Developer front-end you will play a critical role in designing and implementing high-quality user interfaces. You will collaborate with cross-functional teams to deliver seamless and engaging experiences for our users. Your expertise will guide the team towards best practices, ensuring high code quality and continuous improvement in our front-end development processes.It is your hard work and dedication that will help in making Pfizer ready to achieve new milestones and help patients across the globe.




Key Responsibilities

Design, develop, and maintain responsive, high-performance web applications using modern front-end technologies.
Lead the technical design and architecture discussions for front-end development, ensuring scalable and maintainable solutions.
Mentor and guide junior developers, fostering a culture of continuous learning and improvement.
Collaborate with product managers, UX/UI designers, and other stakeholders to gather requirements and translate them into technical specifications.
Conduct code reviews to ensure adherence to coding standards, best practices, and overall code quality.
Troubleshoot and resolve complex technical issues, ensuring optimal performance and user experience.
Stay current with emerging technologies and industry trends, incorporating them into the development process as appropriate.
Participate in agile development processes, including sprint planning, stand-ups, and retrospectives.





Qualifications
Must-Have

Bachelor's or Master's degree in Computer Science, Engineering, or a related field.
5+ years of experience in front-end development, with a strong focus and knowledge of at least one modern JavaScript framework or library (e.g., React, Angular, Vue.js).
Proficiency in HTML, CSS, and JavaScript (ES6+).
Strong understanding of responsive design principles and mobile-first development.
Familiarity with RESTful APIs and asynchronous request handling.
Excellent problem-solving skills and the ability to think critically and creatively.
Strong communication skills, with the ability to effectively convey technical concepts to both technical and non-technical stakeholders.
Demonstrated ability to lead and mentor a team of developers.
Experience with version control systems, such as Git.
Knowledge of browser compatibility issues and ways to work around them.

Nice-to-Have

Experience with TypeScript.
Familiarity with DevOps practices and CI/CD pipelines.
Contribution to open-source projects or active participation in the developer community.
Knowledge of web performance optimization techniques.
Understanding of GraphQL.





Pfizer is an equal opportunity employer and complies with all applicable equal employment opportunity legislation in each jurisdiction in which it operates.
To apply please visit our website www.pfizercareers.com and search job Manager, Software Engineer front-end id 4915427.",Senior,Full-time,"Thessaloniki, Greece",EL,2024-08-30,kariera.gr,166346,,"['http://data.europa.eu/esco/skill/14832d87-2f2f-4895-b290-e4760ebae42a', 'http://data.europa.eu/esco/skill/1ffac4ac-fda7-407d-8ed1-ca8f4a8dc146', 'http://data.europa.eu/esco/skill/6ad40ca3-dc34-4442-b23f-0b1b28936f56', 'http://data.europa.eu/esco/skill/867137fb-ff1b-4ca3-99f3-cb6969aa2c68', 'http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f', 'http://data.europa.eu/esco/skill/a8797f21-1af0-4c5e-98ca-bf1442929363', 'http://data.europa.eu/esco/skill/c4b1f326-224a-420a-b8b3-814a8f13b6cb', 'http://data.europa.eu/esco/skill/d52382fe-f236-421f-95fe-34fe69d48dbd', 'http://data.europa.eu/esco/skill/d9e5349e-8791-49c2-8ba4-839fdd1606c2', 'http://data.europa.eu/esco/skill/dba46f87-0831-49cd-a1c7-340a653c0221', 'http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4', 'http://data.europa.eu/esco/skill/f0f5bb34-71df-4715-9c9e-03567b76ec8f']","['http://data.europa.eu/esco/occupation/070e94a8-a933-4557-9b95-fefe7f4f1763', 'http://data.europa.eu/esco/occupation/2ed56c3f-61d6-4f7e-9ef8-8849eb102e4c', 'http://data.europa.eu/esco/occupation/53cdd34e-22f2-41bd-b3c7-de22bf9bbcae', 'http://data.europa.eu/esco/occupation/866c7813-2c03-47d7-9bdc-192cfbace57c', 'http://data.europa.eu/esco/occupation/8cb59bc4-1f39-477e-beea-effed12d186c', 'http://data.europa.eu/esco/occupation/96e20037-0a25-4bf6-a25e-808d1605d890', 'http://data.europa.eu/esco/occupation/cc867bee-ab5c-427f-9244-f7a204d9574b', 'http://data.europa.eu/esco/occupation/f2b15a0e-e65a-438a-affb-29b9d50b77d1', 'http://data.europa.eu/esco/occupation/faed411a-f920-4100-86a8-b877928b429c', 'http://data.europa.eu/esco/isco/C214']"
